step,seg,elapsed_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
4051,13,146.31,5.83,-20.41,1.91,0.41,0.43,1.43,0,0.00,0.11,0.90,0.00,0,0,0,-0.12,0,,41.4
4052,13,146.27,5.84,-20.40,1.94,0.30,0.42,0.77,0,0.37,0.00,0.00,0.83,0,0,0,-0.12,0,,41.4
4053,13,146.24,5.85,-20.38,1.96,0.42,0.47,0.17,0,0.86,0.00,0.00,0.42,0,0,0,-0.12,0,,41.4
4054,13,146.21,5.86,-20.36,1.95,0.48,0.59,-0.49,0,0.00,0.58,0.00,0.61,1,0,0,-0.12,0,,41.4
4055,13,146.18,5.88,-20.35,1.92,0.58,0.49,-1.15,0,0.00,0.37,0.00,0.77,1,0,0,-0.53,0,,41.8
4056,13,146.15,5.90,-20.33,1.88,0.67,0.44,-1.75,0,0.00,0.18,0.83,0.00,0,0,0,-0.12,0,,41.8
4057,13,146.12,5.92,-20.32,1.81,0.60,0.36,-2.41,0,0.00,0.85,0.00,0.35,0,0,0,-0.12,0,,41.8
4058,13,146.08,5.94,-20.31,1.72,0.63,0.27,-3.07,0,0.80,0.00,0.43,0.00,0,0,0,-0.12,0,,41.8
4059,13,146.05,5.96,-20.30,1.62,0.56,0.37,-3.67,0,0.00,0.25,0.84,0.00,0,0,0,-0.12,0,,41.8
4060,13,146.02,5.98,-20.29,1.48,0.50,0.30,-4.33,0,0.00,0.62,0.00,0.65,0,0,0,-0.12,0,,41.8
4061,13,145.99,5.99,-20.28,1.33,0.60,0.23,-4.99,0,0.62,0.00,0.00,0.65,1,0,0,-0.12,0,,41.8
4062,13,145.96,6.01,-20.27,1.17,0.60,0.26,-5.59,0,0.00,0.35,0.94,0.00,0,1,0,-0.12,0,,41.8
4063,13,145.92,6.03,-20.27,0.97,0.45,0.20,-6.25,0,0.09,0.00,0.90,0.00,1,0,0,-0.12,0,,41.8
4064,13,145.89,6.04,-20.26,0.75,0.34,0.23,-6.91,0,0.72,0.00,0.00,0.53,1,0,0,-0.12,0,,41.8
4065,13,145.86,6.05,-20.25,0.59,-0.37,0.18,7.41,0,0.52,0.00,0.75,0.00,0,0,0,-0.12,0,,41.8
4066,13,145.83,6.04,-20.24,0.83,-0.50,0.25,6.75,0,0.00,0.13,0.90,0.00,1,0,0,-0.12,0,,41.8
4067,13,145.79,6.02,-20.24,1.04,-0.64,0.18,6.09,0,0.00,0.65,0.64,0.00,1,0,0,-0.12,0,,41.8
4068,13,145.76,6.00,-20.23,1.21,-0.72,0.10,5.49,0,0.32,0.00,0.00,0.85,0,0,0,-0.12,0,,41.8
4069,13,145.73,5.98,-20.23,1.38,-0.58,0.15,4.83,0,0.24,0.00,0.00,0.85,0,0,0,-0.12,0,,41.8
4070,13,145.70,5.96,-20.22,1.53,-0.49,0.19,4.17,0,0.75,0.00,0.50,0.00,0,0,0,-0.12,0,,41.8
4071,13,145.67,5.94,-20.21,1.64,-0.56,0.30,3.57,0,0.07,0.00,0.00,0.82,1,0,0,-0.12,0,,41.8
4072,13,145.63,5.93,-20.20,1.75,-0.43,0.32,2.91,0,0.86,0.00,0.06,0.00,0,0,0,-0.12,0,,41.8
4073,13,145.60,5.91,-20.19,1.83,-0.41,0.45,2.25,0,0.81,0.00,0.00,0.40,1,0,0,-0.12,0,,41.8
4074,13,145.57,5.90,-20.18,1.89,-0.36,0.56,1.65,0,0.83,0.00,0.31,0.00,0,0,0,-0.12,0,,41.8
4075,13,145.54,5.89,-20.16,1.93,-0.40,0.69,0.99,0,0.54,0.00,0.70,0.00,0,0,0,-0.12,0,,41.8
4076,13,145.51,5.87,-20.13,1.95,-0.49,0.73,0.33,0,0.00,0.86,0.00,0.51,0,1,0,0.29,0,,41.4
4077,13,145.48,5.86,-20.11,1.95,-0.43,0.70,-0.27,0,0.86,0.00,0.00,0.28,1,0,0,-0.12,0,,41.4
4078,13,145.44,5.85,-20.09,1.93,-0.38,0.74,-0.93,0,0.00,0.73,0.00,0.48,0,0,0,-0.12,0,,41.4
4079,13,145.41,5.83,-20.06,1.89,-0.31,0.62,-1.59,0,0.84,0.00,0.10,0.00,0,0,0,-0.12,0,,41.4
4080,13,145.38,5.83,-20.04,1.83,-0.32,0.69,-2.19,0,0.00,0.71,0.61,0.00,1,0,0,-0.12,0,,41.4
4081,13,145.35,5.81,-20.02,1.75,-0.40,0.58,-2.85,0,0.30,0.00,0.00,0.84,0,0,0,-0.12,0,,41.4
4082,13,145.31,5.80,-20.00,1.64,-0.32,0.62,-3.51,0,0.36,0.00,0.79,0.00,0,0,0,-0.12,0,,41.4
4083,13,145.28,5.79,-19.98,1.53,-0.43,0.68,-4.11,0,0.82,0.00,0.30,0.00,0,0,0,-0.12,0,,41.4
4084,13,145.25,5.78,-19.96,1.38,-0.49,0.81,-4.77,0,0.79,0.00,0.38,0.00,0,0,0,-0.12,0,,41.4
4085,13,145.22,5.76,-19.93,1.21,-0.57,0.93,-5.43,0,0.53,0.00,0.69,0.00,1,0,0,-0.12,0,,41.4
4086,13,145.19,5.74,-19.90,1.04,-0.66,0.99,-6.03,0,0.00,0.42,0.00,0.82,0,0,0,-0.12,0,,41.4
4087,13,145.16,5.72,-19.87,0.83,-0.56,0.99,-6.69,0,0.84,0.00,0.00,0.39,1,0,0,0.88,0,,40.4
4088,13,145.12,5.70,-19.84,0.59,-0.50,1.13,-7.35,0,0.94,0.00,0.00,0.12,0,0,0,-0.12,0,,40.4
4089,13,145.09,5.70,-19.77,0.65,-0.02,2.51,3.17,0,0.17,0.00,0.00,0.91,0,0,0,-0.12,0,,40.4
4090,13,145.06,5.70,-19.68,0.75,0.12,2.53,2.51,0,0.62,0.00,0.00,0.67,0,0,0,-0.12,0,,40.4
4091,13,145.03,5.71,-19.60,0.82,0.23,2.59,1.85,0,0.00,0.47,0.00,0.75,0,0,0,-0.12,0,,40.4
4092,13,145.00,5.71,-19.52,0.86,0.33,2.52,1.25,0,0.00,0.49,0.00,0.72,0,0,0,-0.12,0,,40.4
4093,13,144.96,5.73,-19.44,0.89,0.36,2.43,0.59,0,0.00,0.58,0.74,0.00,0,0,0,-0.12,0,,40.4
4094,13,144.93,5.74,-19.36,0.90,0.27,2.37,-0.07,0,0.78,0.00,0.00,0.51,0,0,0,-0.12,0,,40.4
4095,13,144.90,5.75,-19.29,0.89,0.35,2.47,-0.67,1,0.26,0.00,0.00,0.88,0,0,0,-0.02,0,,40.4
4096,13,144.87,5.76,-19.21,0.85,0.49,2.51,-1.33,0,0.00,0.00,0.00,0.91,0,0,0,-0.12,0,,40.4
4097,13,144.83,5.78,-19.12,0.80,0.64,2.55,-1.99,0,0.00,0.76,0.00,0.45,1,0,0,-0.12,0,,40.4
4098,13,144.80,5.80,-19.05,0.73,0.77,2.59,-2.59,0,0.00,0.81,0.43,0.00,0,0,0,-0.12,0,,40.4
4099,13,144.77,5.83,-18.96,0.63,0.91,2.63,-3.25,0,0.05,0.00,0.91,0.00,0,0,0,-0.12,0,,40.4
4100,13,144.74,5.88,-18.89,0.59,2.42,1.51,1.51,0,0.46,0.00,0.73,0.00,0,0,0,-0.53,0,,40.8
4101,13,144.71,5.95,-18.84,0.62,2.55,1.55,0.91,0,0.05,0.00,0.85,0.00,0,0,0,0.88,0,,39.8
4102,13,144.68,6.04,-18.79,0.64,2.69,1.59,0.25,0,0.11,0.00,0.92,0.00,0,0,0,-0.12,0,,39.8
4103,13,144.64,6.13,-18.74,0.64,2.84,1.63,-0.41,1,0.00,0.50,0.00,0.78,1,0,0,-0.02,0,,39.8
4104,13,144.61,6.22,-18.69,0.62,2.97,1.67,-1.01,0,0.92,0.00,0.00,0.11,1,0,0,-0.12,0,,39.8
4105,13,144.58,6.32,-18.63,0.57,3.11,1.71,-1.67,0,0.15,0.00,0.00,0.89,1,0,0,-0.12,0,,39.8
4106,13,144.55,6.43,-18.56,0.56,3.52,2.17,0.00,0,0.49,0.00,0.00,0.81,0,0,0,-0.12,0,,39.8
4107,13,144.52,6.54,-18.50,0.56,3.81,2.22,0.00,1,0.88,0.00,0.06,0.00,0,0,0,-0.02,0,,39.8
4108,13,144.48,6.67,-18.42,0.56,4.11,2.27,0.00,1,0.00,0.30,0.00,0.84,1,0,0,-0.02,0,,39.8
4109,13,144.45,6.82,-18.35,0.56,4.40,2.32,0.00,1,0.27,0.00,0.88,0.00,0,0,0,-0.02,0,,39.8
4110,13,144.42,6.95,-18.28,0.56,4.66,2.36,0.00,1,0.00,0.61,0.68,0.00,0,0,0,-0.43,0,,40.2
4111,13,144.39,7.11,-18.20,0.56,4.93,2.41,0.00,1,0.00,0.90,0.00,0.03,0,0,0,-0.02,0,,40.2
4112,13,144.35,7.28,-18.12,0.56,5.20,2.45,0.00,1,0.10,0.00,0.00,0.92,0,0,0,-0.02,0,,40.2
4113,13,144.32,7.44,-18.04,0.56,5.44,2.49,0.00,1,0.00,0.05,0.00,0.89,0,0,0,-0.02,0,,40.2
4114,13,144.29,7.62,-17.96,0.56,5.69,2.53,0.00,1,0.00,0.54,0.00,0.72,1,0,0,-0.02,0,,40.2
4115,13,144.26,7.81,-17.88,0.56,5.93,2.57,0.00,1,0.20,0.00,0.86,0.00,0,0,0,-0.02,0,,40.2
4116,13,144.23,8.00,-17.80,0.56,6.14,2.60,0.00,1,0.89,0.00,0.14,0.00,1,0,0,0.57,0,,39.6
4117,13,144.19,8.20,-17.71,0.56,6.37,2.64,0.00,1,0.00,0.92,0.02,0.00,0,0,0,-0.02,0,,39.6
4118,13,144.16,8.42,-17.62,0.56,6.59,2.68,0.00,1,0.00,0.01,0.00,0.93,0,0,0,-0.02,0,,39.6
4119,13,144.13,8.62,-17.54,0.56,6.78,2.71,0.00,1,0.00,0.38,0.93,0.00,0,1,0,-0.02,0,,39.6
4120,13,144.10,8.85,-17.45,0.56,6.99,2.74,0.00,1,0.30,0.00,0.00,0.82,0,0,0,-0.02,0,,39.6
4121,13,144.07,9.08,-17.36,0.56,7.19,2.78,0.00,1,0.78,0.00,0.00,0.45,1,0,0,-0.43,0,,40.0
4122,13,144.04,9.30,-17.28,0.56,7.36,2.80,0.00,1,0.62,0.00,0.64,0.00,0,0,0,-0.02,0,,40.0
4123,13,144.00,9.54,-17.19,0.56,7.55,2.84,0.00,1,0.48,0.00,0.00,0.78,0,0,0,-0.02,0,,40.0
4124,13,143.97,9.80,-17.09,0.56,7.73,2.86,0.00,1,0.00,0.85,0.00,0.34,1,0,0,-0.02,0,,40.0
4125,13,143.94,10.03,-17.01,0.56,7.89,2.89,0.00,1,0.55,0.00,0.73,0.00,0,0,0,-0.43,0,,40.5
4126,13,143.91,10.29,-16.91,0.56,8.06,2.92,0.00,1,0.62,0.00,0.00,0.64,0,0,0,-0.02,0,,40.5
4127,13,143.87,10.56,-16.81,0.56,8.23,2.95,0.00,1,0.90,0.00,0.00,0.15,0,0,0,0.98,0,,39.5
4128,13,143.84,10.81,-16.72,0.56,8.37,2.97,0.00,1,0.00,0.28,0.00,0.88,0,0,0,-0.02,0,,39.5
4129,13,143.81,11.09,-16.63,0.56,8.52,3.00,0.00,1,0.00,0.50,0.00,0.71,0,0,0,-0.43,0,,39.9
4130,13,143.78,11.35,-16.54,0.56,8.66,3.02,0.00,1,0.86,0.00,0.00,0.25,0,0,0,-0.02,0,,39.9
4131,13,143.75,11.64,-16.44,0.56,8.81,3.04,0.00,1,0.81,0.00,0.31,0.00,0,0,0,-0.02,0,,39.9
4132,13,143.72,11.93,-16.33,0.56,8.95,3.06,0.00,1,0.58,0.00,0.73,0.00,0,0,0,-0.43,0,,40.3
4133,13,143.68,12.23,-16.23,0.56,9.08,3.09,0.00,1,0.00,0.63,0.62,0.00,0,0,0,-0.02,0,,40.3
4134,13,143.65,12.50,-16.14,0.56,9.20,3.11,0.00,1,0.00,0.73,0.00,0.50,0,0,0,-0.02,0,,40.3
4135,13,143.62,12.81,-16.04,0.56,9.33,3.13,0.00,1,0.60,0.00,0.00,0.62,0,0,0,-0.02,0,,40.3
4136,13,143.59,13.12,-15.93,0.56,9.45,3.15,0.00,1,0.92,0.00,0.00,0.02,1,0,0,-0.43,0,,40.7
4137,13,143.56,13.41,-15.84,0.56,9.56,3.17,0.00,1,0.15,0.00,0.83,0.00,0,0,0,0.98,0,,39.7
4138,13,143.52,13.72,-15.73,0.56,9.68,3.18,0.00,1,0.00,0.87,0.18,0.00,0,0,0,-0.02,0,,39.7
4139,13,143.49,14.04,-15.63,0.56,9.79,3.20,0.00,1,0.00,0.18,0.00,0.89,0,0,0,-0.43,0,,40.1
4140,13,143.46,14.34,-15.53,0.56,9.89,3.22,0.00,1,0.73,0.00,0.00,0.40,1,0,0,-0.02,0,,40.1
4141,13,143.43,14.67,-15.43,0.56,9.99,3.24,0.00,1,0.00,0.81,0.00,0.43,0,0,0,-0.02,0,,40.1
4142,13,143.39,15.00,-15.32,0.56,10.10,3.25,0.00,1,0.09,0.00,0.00,0.89,0,0,0,-0.43,0,,40.5
4143,13,143.36,15.30,-15.22,0.56,10.19,3.27,0.00,1,0.00,0.27,0.00,0.81,1,0,0,-0.02,0,,40.5
4144,13,143.33,15.64,-15.11,0.56,10.28,3.28,0.00,1,0.00,0.91,0.02,0.00,1,0,0,-0.02,0,,40.5
4145,13,143.30,15.98,-15.00,0.56,10.37,3.30,0.00,1,0.00,0.92,0.05,0.00,1,0,0,-0.43,0,,40.9
4146,13,143.27,16.30,-14.90,0.56,10.45,3.31,0.00,1,0.00,0.62,0.00,0.71,0,0,0,-0.02,0,,40.9
4147,13,143.24,16.64,-14.80,0.56,10.54,3.33,0.00,1,0.06,0.00,0.92,0.00,0,0,0,0.98,0,,39.9
4148,13,143.20,16.99,-14.69,0.56,10.63,3.34,0.00,1,0.00,0.50,0.00,0.71,1,0,0,-0.43,0,,40.4
4149,13,143.17,17.31,-14.58,0.56,10.70,3.35,0.00,1,0.00,0.92,0.07,0.00,0,0,0,-0.02,0,,40.4
4150,13,143.14,17.67,-14.47,0.56,10.78,3.36,0.00,1,0.00,0.18,0.83,0.00,1,0,0,-0.02,0,,40.4
4151,13,143.11,18.02,-14.36,0.56,10.85,3.38,0.00,1,0.55,0.00,0.00,0.76,0,0,0,-0.43,0,,40.8
4152,13,143.08,18.35,-14.26,0.56,10.92,3.39,0.00,1,0.65,0.00,0.00,0.64,0,0,0,-0.02,0,,40.8
4153,13,143.04,18.71,-14.15,0.56,10.99,3.40,0.00,1,0.00,0.46,0.00,0.82,0,0,0,-0.02,0,,40.8
4154,13,143.01,19.08,-14.04,0.56,11.06,3.41,0.00,1,0.00,0.94,0.00,0.10,0,0,0,-0.43,0,,41.2
4155,13,142.98,19.41,-13.93,0.56,11.12,3.42,0.00,1,0.94,0.00,0.00,0.13,0,0,0,-0.02,0,,41.2
4156,13,142.95,19.78,-13.82,0.56,11.19,3.43,0.00,1,0.84,0.00,0.25,0.00,0,0,0,0.98,0,,40.2
4157,13,142.91,20.15,-13.71,0.56,11.25,3.44,0.00,1,0.00,0.14,0.88,0.00,0,0,0,-0.43,0,,40.6
4158,13,142.88,20.49,-13.60,0.56,11.31,3.45,0.00,1,0.00,0.33,0.00,0.88,0,0,0,-0.02,0,,40.6
4159,13,142.85,20.86,-13.49,0.56,11.37,3.46,0.00,1,0.77,0.00,0.00,0.49,0,0,0,-0.02,0,,40.6
4160,13,142.82,21.24,-13.38,0.56,11.42,3.47,0.00,1,0.00,0.77,0.42,0.00,0,0,0,-0.43,0,,41.0
4161,13,142.79,21.58,-13.27,0.56,11.47,3.48,0.00,1,0.00,0.84,0.11,0.00,0,0,0,-0.02,0,,41.0
4162,13,142.75,21.96,-13.16,0.56,11.53,3.49,0.00,1,0.00,0.82,0.00,0.38,0,0,0,-1.02,0,,42.0
4163,13,142.72,22.34,-13.04,0.56,11.58,3.50,0.00,1,0.00,0.87,0.07,0.00,0,0,0,-0.02,0,,42.0
4164,13,142.69,22.69,-12.94,0.56,11.63,3.50,0.00,1,0.00,0.70,0.54,0.00,0,0,0,-0.02,0,,42.0
4165,13,142.66,23.07,-12.82,0.56,11.67,3.51,0.00,1,0.00,0.67,0.60,0.00,0,0,0,-0.61,0,,42.6
4166,13,142.63,23.46,-12.70,0.56,11.72,3.52,0.00,1,0.62,0.00,0.67,0.00,0,0,0,-0.02,0,,42.6
4167,13,142.60,23.81,-12.60,0.56,11.76,3.53,0.00,1,0.86,0.00,0.14,0.00,0,0,0,-0.02,0,,42.6
4168,13,142.56,24.20,-12.48,0.56,11.81,3.53,0.00,1,0.00,0.77,0.00,0.55,0,0,0,-1.02,0,,43.6
4169,13,142.53,24.59,-12.37,0.56,11.85,3.54,0.00,1,0.00,0.08,0.00,0.86,0,0,0,-0.02,0,,43.6
4170,13,142.50,24.95,-12.26,0.56,11.89,3.55,0.00,1,0.00,0.90,0.00,0.21,1,0,0,-1.02,0,,44.6
4171,13,142.47,25.34,-12.14,0.56,11.93,3.55,0.00,1,0.00,0.90,0.12,0.00,0,0,0,-0.02,0,,44.6
4172,13,142.43,25.73,-12.02,0.56,11.97,3.56,0.00,1,0.87,0.00,0.15,0.00,0,0,0,-0.02,0,,44.6
4173,13,142.40,26.09,-11.92,0.56,12.00,3.57,0.00,1,0.00,0.75,0.59,0.00,0,0,0,-1.02,0,,45.6
4174,13,142.37,26.49,-11.80,0.56,12.04,3.57,0.00,1,0.35,0.00,0.86,0.00,1,0,0,0.39,0,,45.2
4175,13,142.34,26.89,-11.68,0.56,12.07,3.58,0.00,1,0.00,0.29,0.82,0.00,1,0,0,-1.02,0,,46.2
4176,13,142.31,27.25,-11.57,0.56,12.10,3.58,0.00,1,0.00,0.18,0.00,0.87,0,0,0,-0.02,0,,46.2
4177,13,142.29,27.51,-11.50,0.56,12.13,3.59,0.00,1,0.71,0.00,0.00,0.52,1,0,0,-0.02,0,,46.2
4178,13,142.24,28.05,-11.34,0.56,12.17,3.59,0.00,1,0.00,0.44,0.79,0.00,0,0,0,-1.02,0,,47.2
4179,13,142.21,28.42,-11.23,0.56,12.20,3.60,0.00,1,0.04,0.00,0.00,0.85,1,0,0,-0.02,0,,47.2
4180,13,142.18,28.82,-11.11,0.56,12.23,3.60,0.00,1,0.00,0.28,0.96,0.00,0,1,0,-0.02,0,,47.2
4181,13,142.15,29.22,-10.99,0.56,12.26,3.61,0.00,1,0.00,0.51,0.65,0.00,0,0,0,-1.02,0,,48.2
4182,13,142.12,29.59,-10.88,0.56,12.28,3.61,0.00,1,0.00,0.45,0.00,0.81,0,0,0,-0.02,0,,48.2
4183,13,142.08,30.00,-10.76,0.56,12.31,3.62,0.00,1,0.14,0.00,0.84,0.00,0,0,0,-0.61,0,,48.8
4184,13,142.05,30.41,-10.65,0.56,12.34,3.62,0.00,1,0.00,0.88,0.27,0.00,0,0,0,-0.02,0,,48.8
4185,13,142.02,30.78,-10.54,0.56,12.36,3.62,0.00,1,0.76,0.00,0.00,0.49,0,0,0,-0.02,0,,48.8
4186,13,141.99,31.18,-10.42,0.56,12.38,3.63,0.00,1,0.88,0.00,0.30,0.00,0,0,0,-1.02,0,,49.8
4187,13,141.95,31.59,-10.30,0.56,12.41,3.63,0.00,1,0.00,0.76,0.55,0.00,1,0,0,-0.02,0,,49.8
4188,13,141.92,31.97,-10.19,0.56,12.43,3.64,0.00,1,0.89,0.00,0.18,0.00,1,0,0,-1.02,0,,50.8
4189,13,141.89,32.38,-10.07,0.56,12.45,3.64,0.00,1,0.33,0.00,0.74,0.00,0,0,0,-0.02,0,,50.8
4190,13,141.86,32.79,-9.95,0.56,12.47,3.64,0.00,1,0.00,0.86,0.31,0.00,1,0,0,-0.02,0,,50.8
4191,13,141.83,33.16,-9.84,0.56,12.49,3.65,0.00,1,0.32,0.00,0.00,0.89,0,0,0,-0.61,0,,51.4
4192,13,141.79,33.58,-9.72,0.56,12.51,3.65,0.00,1,0.61,0.00,0.70,0.00,0,0,0,-0.02,0,,51.4
4193,13,141.76,33.99,-9.60,0.56,12.53,3.65,0.00,1,0.19,0.00,0.00,0.87,0,0,0,-1.02,0,,52.4
4194,13,141.73,34.36,-9.49,0.56,12.55,3.66,0.00,1,0.31,0.00,0.00,0.83,0,0,0,-0.02,0,,52.4
4195,13,141.70,34.78,-9.37,0.56,12.57,3.66,0.00,1,0.00,0.80,0.26,0.00,0,0,0,-0.02,0,,52.4
4196,13,141.67,35.19,-9.25,0.56,12.59,3.66,0.00,1,0.00,0.28,0.96,0.00,0,1,0,-1.02,0,,53.4
4197,13,141.64,35.50,-9.16,0.56,12.60,3.66,0.00,1,0.16,0.00,0.00,0.82,0,0,0,-0.02,0,,53.4
4198,13,141.60,35.99,-9.02,0.56,12.62,3.67,0.00,1,0.36,0.00,0.85,0.00,0,0,0,-1.02,0,,54.4
4199,13,141.57,36.41,-8.89,0.56,12.64,3.67,0.00,1,0.92,0.00,0.00,0.02,1,0,0,-0.02,0,,54.4
4200,13,141.54,36.78,-8.78,0.56,12.65,3.67,0.00,1,0.00,0.28,0.96,0.00,0,1,0,0.39,0,,53.9
4201,13,141.51,37.20,-8.66,0.56,12.67,3.67,0.00,1,0.00,0.34,0.00,0.82,0,0,0,-1.02,0,,54.9
4202,13,141.47,37.62,-8.54,0.56,12.68,3.68,0.00,1,0.94,0.00,0.00,0.13,0,0,0,-0.02,0,,54.9
4203,13,141.44,38.00,-8.43,0.56,12.70,3.68,0.00,1,0.00,0.73,0.45,0.00,0,0,0,-1.02,0,,55.9
4204,13,141.41,38.42,-8.31,0.56,12.71,3.68,0.00,1,0.74,0.00,0.00,0.50,1,0,0,-0.02,0,,55.9
4205,13,141.38,38.84,-8.19,0.56,12.72,3.68,0.00,1,0.00,0.91,0.08,0.00,0,0,0,-0.02,0,,55.9
4206,13,141.35,39.22,-8.08,0.56,12.73,3.69,0.00,1,0.00,0.27,0.00,0.89,0,0,0,-1.02,0,,56.9
4207,13,141.31,39.64,-7.96,0.56,12.75,3.69,0.00,1,0.00,0.48,0.00,0.73,0,0,0,-0.02,0,,56.9
4208,13,141.28,40.06,-7.83,0.56,12.76,3.69,0.00,1,0.00,0.84,0.00,0.34,1,0,0,-0.61,0,,57.5
4209,13,141.25,40.45,-7.72,0.56,12.77,3.69,0.00,1,0.00,0.52,0.00,0.71,1,0,0,-0.02,0,,57.5
4210,13,141.22,40.87,-7.60,0.56,12.78,3.69,0.00,1,0.00,0.91,0.00,0.12,0,0,0,-0.02,0,,57.5
4211,13,141.19,41.29,-7.48,0.56,12.79,3.70,0.00,1,0.00,0.35,0.00,0.84,0,0,0,-1.02,0,,58.5
4212,13,141.16,41.67,-7.37,0.56,12.80,3.70,0.00,1,0.02,0.00,0.00,0.90,0,0,0,-0.02,0,,58.5
4213,13,141.12,42.10,-7.25,0.56,12.81,3.70,0.00,1,0.73,0.00,0.00,0.54,1,0,0,-1.02,0,,59.5
4214,13,141.09,42.52,-7.12,0.56,12.82,3.70,0.00,1,0.00,0.49,0.00,0.75,0,0,0,-0.02,0,,59.5
4215,13,141.06,42.90,-7.01,0.56,12.83,3.70,0.00,1,0.00,0.07,0.87,0.00,0,0,0,-1.02,0,,60.5
4216,13,141.03,43.33,-6.89,0.56,12.84,3.70,0.00,1,0.00,0.52,0.68,0.00,1,0,0,-0.02,0,,60.5
4217,13,140.99,43.75,-6.77,0.56,12.85,3.71,0.00,1,0.00,0.70,0.00,0.45,0,0,0,0.39,0,,60.1
4218,13,140.98,43.95,-6.71,0.56,12.86,3.71,0.00,1,0.55,0.00,0.71,0.00,1,0,0,-1.02,0,,61.1
4219,13,140.93,44.56,-6.54,0.56,12.87,3.71,0.00,1,0.00,0.04,0.00,0.91,0,0,0,-0.02,0,,61.1
4220,13,140.90,44.99,-6.41,0.56,12.88,3.71,0.00,1,0.64,0.00,0.00,0.65,0,0,0,-1.02,0,,62.1
4221,13,140.87,45.37,-6.30,0.56,12.88,3.71,0.00,1,0.00,0.11,0.00,0.88,1,0,0,-0.02,0,,62.1
4222,13,140.84,45.80,-6.18,0.56,12.89,3.71,0.00,1,0.39,0.00,0.00,0.81,1,0,0,-0.02,0,,62.1
4223,13,140.80,46.22,-6.06,0.56,12.90,3.71,0.00,1,0.47,0.00,0.00,0.78,0,0,0,-1.02,0,,63.1
4224,13,140.77,46.61,-5.95,0.56,12.91,3.71,0.00,1,0.00,0.53,0.00,0.61,1,0,0,-0.02,0,,63.1
4225,13,140.74,47.04,-5.82,0.56,12.91,3.72,0.00,1,0.78,0.00,0.00,0.26,1,0,0,-0.61,0,,63.7
4226,13,140.71,47.46,-5.70,0.56,12.92,3.72,0.00,1,0.85,0.00,0.00,0.33,0,0,0,-0.02,0,,63.7
4227,13,140.68,47.85,-5.59,0.56,12.93,3.72,0.00,1,0.84,0.00,0.32,0.00,0,0,0,-0.02,0,,63.7
4228,13,140.64,48.28,-5.47,0.56,12.93,3.72,0.00,1,0.00,0.86,0.20,0.00,1,0,0,-1.02,0,,64.7
4229,13,140.61,48.71,-5.34,0.56,12.94,3.72,0.00,1,0.71,0.00,0.00,0.57,0,0,0,-0.02,0,,64.7
4230,13,140.58,49.09,-5.23,0.56,12.94,3.72,0.00,1,0.00,0.83,0.04,0.00,0,0,0,-1.02,0,,65.7
4231,13,140.55,49.52,-5.11,0.56,12.95,3.72,0.00,1,0.44,0.00,0.79,0.00,0,0,0,-0.02,0,,65.7
4232,13,140.51,49.95,-4.99,0.56,12.96,3.72,0.00,1,0.00,0.84,0.00,0.30,0,0,0,-1.02,0,,66.7
4233,13,140.48,50.34,-4.87,0.56,12.96,3.72,0.00,1,0.43,0.00,0.82,0.00,0,0,0,0.39,0,,66.3
4234,13,140.45,50.76,-4.75,0.56,12.97,3.72,0.00,1,0.43,0.00,0.00,0.84,0,0,0,-0.02,0,,66.3
4235,13,140.42,51.19,-4.63,0.56,12.97,3.72,0.00,1,0.00,0.16,0.00,0.84,1,0,0,-1.02,0,,67.3
4236,13,140.39,51.58,-4.52,0.56,12.98,3.73,0.00,1,0.00,0.80,0.00,0.37,0,0,0,-0.02,0,,67.3
4237,13,140.35,52.01,-4.39,0.56,12.98,3.73,0.00,1,0.47,0.00,0.00,0.74,0,0,0,-1.02,0,,68.3
4238,13,140.32,52.40,-4.28,0.56,12.98,3.73,0.00,1,0.00,0.45,0.79,0.00,0,0,0,-0.02,0,,68.3
4239,13,140.29,52.83,-4.16,0.56,12.99,3.73,0.00,1,0.61,0.00,0.00,0.70,0,0,0,-0.02,0,,68.3
4240,13,140.26,53.26,-4.04,0.56,12.99,3.73,0.00,1,0.00,0.78,0.00,0.41,1,0,0,-1.02,0,,69.3
4241,13,140.23,53.69,-3.91,0.56,13.00,3.73,0.00,1,0.00,0.18,0.00,0.90,0,0,0,-0.02,0,,69.3
4242,13,140.20,54.08,-3.80,0.56,13.00,3.73,0.00,1,0.69,0.00,0.62,0.00,0,0,0,-0.61,0,,69.9
4243,13,140.16,54.51,-3.68,0.56,13.01,3.73,0.00,1,0.00,0.32,0.82,0.00,1,0,0,-0.02,0,,69.9
4244,13,140.13,54.93,-3.56,0.56,13.01,3.73,0.00,1,0.00,0.90,0.12,0.00,1,0,0,-1.02,0,,70.9
4245,13,140.10,55.32,-3.44,0.56,13.01,3.73,0.00,1,0.00,0.90,0.00,0.01,0,0,0,-0.02,0,,70.9
4246,13,140.07,55.75,-3.32,0.56,13.02,3.73,0.00,1,0.35,0.00,0.85,0.00,0,0,0,-0.02,0,,70.9
4247,13,140.03,56.18,-3.20,0.56,13.02,3.73,0.00,1,0.49,0.00,0.71,0.00,0,0,0,-1.02,0,,71.9
4248,13,140.00,56.57,-3.08,0.56,13.02,3.73,0.00,1,0.66,0.00,0.59,0.00,1,0,0,-0.02,0,,71.9
