wall,step,seg,time_left_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
146.3,158967,56,170.93,-31.90,-13.99,0.56,-2.18,4.77,0.00,1,0.89,0.00,0.00,0.35,0,0,0,-0.02,0,,3.8
146.3,158968,56,170.87,-32.02,-13.68,0.56,-1.79,5.25,0.00,1,0.85,0.00,0.00,0.30,0,0,0,0.39,0,,3.4
146.4,158969,56,170.80,-32.12,-13.34,0.56,-1.48,5.13,0.00,1,0.00,0.95,0.00,0.32,0,1,0,-0.02,0,,3.4
146.4,158970,56,170.74,-32.20,-13.01,0.56,-0.87,4.96,0.00,1,0.56,0.00,0.00,0.74,0,0,0,-1.02,0,,4.4
146.4,158971,56,170.68,-32.24,-12.71,0.56,-0.23,4.54,0.00,1,0.00,0.45,0.00,0.76,0,0,0,0.39,0,,4.0
146.4,158972,56,170.61,-32.24,-12.43,0.56,0.15,4.70,0.00,1,0.82,0.00,0.00,0.33,0,0,0,-0.02,0,,4.0
146.5,158973,56,170.55,-32.22,-12.10,0.56,0.36,5.18,0.00,1,0.85,0.00,0.00,0.24,0,0,0,-0.02,0,,4.0
146.5,158974,56,170.48,-32.19,-11.77,0.56,0.79,5.16,0.00,1,0.00,0.25,0.00,0.90,0,0,0,-0.43,0,,4.4
146.5,158975,56,170.42,-32.11,-11.46,0.56,1.49,4.65,0.00,1,0.00,0.18,0.00,0.87,0,0,0,0.98,0,,3.4
146.5,158976,56,170.35,-32.01,-11.18,0.56,1.60,3.87,0.00,1,0.00,0.94,0.09,0.00,0,0,0,-0.02,0,,3.4
146.5,158977,56,170.29,-31.90,-10.96,0.56,1.86,3.22,0.00,1,0.00,0.13,0.00,0.89,0,0,0,-0.02,0,,3.4
146.6,158978,56,170.23,-31.77,-10.77,0.56,2.32,2.63,0.00,1,0.00,0.87,0.00,0.33,0,0,0,-0.43,0,,3.8
146.6,158979,56,170.16,-31.60,-10.62,0.56,2.75,1.90,0.00,1,0.00,0.47,0.00,0.76,0,0,0,-0.02,0,,3.8
146.6,158980,56,170.10,-31.41,-10.52,0.56,3.27,1.33,0.00,1,0.00,0.46,0.00,0.78,0,0,0,-0.02,0,,3.8
146.6,158981,56,170.04,-31.19,-10.46,0.56,3.55,0.63,0.00,1,0.00,0.90,0.00,0.20,0,0,0,-0.02,0,,3.8
146.6,158982,56,169.97,-30.95,-10.44,0.56,3.73,0.39,0.00,1,0.64,0.00,0.00,0.67,0,0,0,0.98,0,,2.8
146.7,158983,56,169.91,-30.71,-10.41,0.56,4.02,0.30,0.00,1,0.00,0.77,0.00,0.53,0,0,0,-0.02,0,,2.8
146.7,158984,56,169.84,-30.45,-10.41,0.56,4.30,-0.39,0.00,1,0.00,0.57,0.00,0.71,0,0,0,-0.02,0,,2.8
146.7,158985,56,169.78,-30.15,-10.45,0.56,4.74,-0.60,0.00,1,0.22,0.00,0.00,0.87,0,0,0,-0.02,0,,2.8
146.7,158986,56,169.72,-29.85,-10.50,0.56,4.53,-1.08,0.00,1,0.00,0.89,0.22,0.00,0,0,0,0.39,0,,2.4
146.8,158987,56,169.65,-29.57,-10.59,0.56,4.41,-1.82,0.00,1,0.00,0.85,0.00,0.32,0,0,0,-0.02,0,,2.4
146.8,158988,56,169.59,-29.29,-10.74,0.56,3.98,-2.53,0.00,1,0.00,0.83,0.35,0.00,0,0,0,-0.02,0,,2.4
146.8,158989,56,169.52,-29.06,-10.90,0.56,3.73,-2.45,0.00,1,0.82,0.00,0.00,0.38,0,0,0,1.39,0,,1.0
146.8,158990,56,169.46,-28.82,-11.04,0.56,3.89,-2.21,0.00,1,0.00,0.76,0.00,0.51,0,0,0,9.98,1,arrived,1.0
147.3,158991,57,167.92,-25.65,-12.97,0.56,0.89,-0.37,0.00,1,0.92,0.00,0.00,0.18,0,0,0,-0.02,0,,24.1
147.3,158992,57,167.86,-25.58,-12.97,0.56,1.00,0.45,0.00,1,0.86,0.00,0.00,0.21,0,0,0,-0.02,0,,24.1
147.4,158993,57,167.79,-25.51,-12.92,0.56,1.44,0.86,0.00,1,0.13,0.00,0.00,0.95,0,0,0,-0.02,0,,24.1
147.4,158994,57,167.73,-25.40,-12.86,0.56,2.19,0.87,0.00,1,0.06,0.00,0.00,0.93,0,0,0,-0.43,0,,24.5
147.4,158995,57,167.67,-25.23,-12.81,0.56,2.85,0.94,0.00,1,0.23,0.00,0.00,0.85,0,0,0,-0.02,0,,24.5
147.4,158996,57,167.60,-25.03,-12.74,0.56,3.46,1.01,0.00,1,0.14,0.00,0.00,0.93,0,0,0,0.98,0,,23.5
147.5,158997,57,167.54,-24.80,-12.68,0.56,3.63,0.70,0.00,1,0.00,0.90,0.23,0.00,0,0,0,-0.02,0,,23.5
147.5,158998,57,167.47,-24.57,-12.66,0.56,3.63,-0.01,0.00,1,0.00,0.50,0.00,0.77,0,0,0,-0.02,0,,23.5
147.5,158999,57,167.41,-24.32,-12.67,0.56,4.18,-0.20,0.00,1,0.00,0.03,0.00,0.89,0,0,0,-0.02,0,,23.5
147.5,159000,57,167.35,-24.04,-12.69,0.56,4.73,-0.22,0.00,1,0.02,0.00,0.00,0.92,0,0,0,0.98,0,,22.5
147.5,159001,57,167.28,-23.71,-12.70,0.56,5.24,-0.37,0.00,1,0.00,0.34,0.00,0.82,0,0,0,-0.02,0,,22.5
147.6,159002,57,167.22,-23.36,-12.74,0.56,5.69,-0.53,0.00,1,0.02,0.00,0.00,0.89,0,0,0,-0.02,0,,22.5
147.6,159003,57,167.16,-22.99,-12.77,0.56,6.09,-0.67,0.00,1,0.00,0.43,0.00,0.80,0,0,0,0.98,0,,21.5
147.6,159004,57,167.09,-22.58,-12.82,0.56,6.48,-0.82,0.00,1,0.11,0.00,0.00,0.93,0,0,0,-0.02,0,,21.5
147.6,159005,57,167.03,-22.16,-12.87,0.56,6.80,-0.61,0.00,1,0.33,0.00,0.00,0.74,0,0,0,-0.02,0,,21.5
147.6,159006,57,166.96,-21.72,-12.90,0.56,7.04,-0.21,0.00,1,0.55,0.00,0.00,0.78,0,0,0,1.39,0,,20.1
147.7,159007,57,166.90,-21.25,-12.89,0.56,7.13,0.41,0.00,1,0.72,0.00,0.00,0.47,0,0,0,-0.02,0,,20.1
147.7,159008,57,166.84,-20.80,-12.85,0.56,7.28,0.85,0.00,1,0.33,0.00,0.00,0.85,0,0,0,0.57,0,,19.5
147.7,159009,57,166.77,-20.33,-12.81,0.56,7.37,0.28,0.00,1,0.00,0.88,0.00,0.07,0,0,0,-0.02,0,,19.5
147.7,159010,57,166.71,-19.85,-12.81,0.56,6.95,-0.32,0.00,1,0.00,0.29,0.86,0.00,0,0,0,0.98,0,,18.5
147.8,159011,57,166.64,-19.45,-12.84,0.56,6.10,-0.59,0.00,1,0.00,0.50,0.77,0.00,0,0,0,-0.02,0,,18.5
147.8,159012,57,166.58,-19.08,-12.89,0.56,5.83,-0.77,0.00,1,0.04,0.00,0.00,0.91,0,0,0,1.39,0,,17.1
147.8,159013,57,166.51,-18.68,-12.93,0.56,6.24,-0.53,0.00,1,0.49,0.00,0.00,0.79,0,0,0,-0.02,0,,17.1
147.8,159014,57,166.45,-18.27,-12.96,0.56,6.63,-0.42,0.00,1,0.00,0.06,0.00,0.94,0,0,0,-0.02,0,,17.1
147.8,159015,57,166.39,-17.84,-12.99,0.56,7.00,-0.55,0.00,1,0.00,0.28,0.00,0.85,0,0,0,0.98,0,,16.1
147.9,159016,57,166.32,-17.37,-13.03,0.56,7.36,-0.65,0.00,1,0.12,0.00,0.00,0.92,0,0,0,-0.02,0,,16.1
147.9,159017,57,166.26,-16.90,-13.06,0.56,7.55,-0.31,0.00,1,0.49,0.00,0.00,0.66,0,0,0,0.98,0,,15.1
147.9,159018,57,166.20,-16.42,-13.07,0.56,7.70,0.11,0.00,1,0.48,0.00,0.00,0.73,0,0,0,-0.02,0,,15.1
147.9,159019,57,166.13,-15.91,-13.05,0.56,7.79,0.72,0.00,1,0.93,0.00,0.00,0.23,0,0,0,0.98,0,,14.1
147.9,159020,57,166.07,-15.41,-12.98,0.56,7.95,1.03,0.00,1,0.00,0.07,0.00,0.93,0,0,0,-0.02,0,,14.1
148.0,159021,57,166.00,-14.90,-12.91,0.56,8.14,1.27,0.00,1,0.54,0.00,0.00,0.75,0,0,0,0.98,0,,13.1
148.0,159022,57,165.94,-14.36,-12.82,0.56,8.22,1.06,0.00,1,0.00,0.89,0.00,0.14,0,0,0,-0.43,0,,13.5
148.0,159023,57,165.88,-13.84,-12.78,0.56,8.34,0.60,0.00,1,0.08,0.00,0.00,0.87,0,0,0,0.98,0,,12.5
148.0,159024,57,165.81,-13.32,-12.74,0.56,8.09,0.57,0.00,1,0.00,0.07,1.00,0.00,0,1,0,-0.02,0,,12.5
148.1,159025,57,165.75,-12.81,-12.71,0.56,7.61,0.23,0.00,1,0.00,0.61,0.00,0.62,0,0,0,0.98,0,,11.5
148.1,159026,57,165.68,-12.33,-12.72,0.56,7.38,-0.43,0.00,1,0.00,0.89,0.14,0.00,0,0,0,-0.02,0,,11.5
148.1,159027,57,165.62,-11.88,-12.77,0.56,7.18,-1.04,0.00,1,0.00,0.51,0.00,0.77,0,0,0,0.98,0,,10.5
148.1,159028,57,165.55,-11.41,-12.83,0.56,6.92,-0.65,0.00,1,0.94,0.00,0.09,0.00,0,0,0,-0.02,0,,10.5
148.1,159029,57,165.49,-10.99,-12.86,0.56,6.36,-0.56,0.00,1,0.00,0.79,0.37,0.00,0,0,0,0.98,0,,9.5
148.2,159030,57,165.43,-10.60,-12.91,0.56,6.14,-1.11,0.00,1,0.00,0.51,0.00,0.75,0,0,0,0.39,0,,9.1
148.2,159031,57,165.36,-10.20,-13.01,0.56,5.83,-1.75,0.00,1,0.00,0.90,0.28,0.00,0,0,0,-0.02,0,,9.1
148.2,159032,57,165.30,-9.84,-13.11,0.56,5.66,-1.32,0.00,1,0.82,0.00,0.00,0.33,0,0,0,0.98,0,,8.1
148.2,159033,57,165.24,-9.49,-13.18,0.56,5.73,-1.10,0.00,1,0.00,0.67,0.00,0.62,0,0,0,-0.02,0,,8.1
148.2,159034,57,165.17,-9.10,-13.27,0.56,5.91,-1.73,0.00,1,0.00,0.71,0.00,0.61,0,0,0,0.98,0,,7.1
148.3,159035,57,165.11,-8.73,-13.40,0.56,5.99,-2.39,0.00,1,0.00,0.88,0.00,0.19,0,0,0,-0.02,0,,7.1
148.3,159036,57,165.04,-8.35,-13.57,0.56,5.63,-2.67,0.00,1,0.37,0.00,0.93,0.00,0,1,0,-0.02,0,,7.1
148.3,159037,57,164.98,-8.00,-13.73,0.56,5.35,-1.93,0.00,1,0.83,0.00,0.00,0.34,0,0,0,0.39,0,,6.7
148.3,159038,57,164.91,-7.66,-13.83,0.56,5.55,-1.62,0.00,1,0.00,0.39,0.00,0.82,0,0,0,-0.02,0,,6.7
148.4,159039,57,164.85,-7.30,-13.94,0.56,5.88,-2.02,0.00,1,0.00,0.65,0.00,0.64,0,0,0,0.98,0,,5.7
148.4,159040,57,164.79,-6.90,-14.10,0.56,5.96,-2.72,0.00,1,0.00,0.89,0.00,0.15,0,0,0,0.39,0,,5.2
148.4,159041,57,164.72,-6.54,-14.29,0.56,5.61,-3.41,0.00,1,0.00,0.88,0.07,0.00,0,0,0,-0.02,0,,5.2
148.4,159042,57,164.66,-6.19,-14.53,0.56,5.48,-4.02,0.00,1,0.00,0.85,0.00,0.31,0,0,0,-0.02,0,,5.2
148.4,159043,57,164.59,-5.84,-14.81,0.56,5.11,-4.65,0.00,1,0.00,0.92,0.14,0.00,0,0,0,0.39,0,,4.8
148.5,159044,57,164.53,-5.53,-15.13,0.56,4.85,-5.22,0.00,1,0.00,0.93,0.00,0.23,0,0,0,0.98,0,,3.8
148.5,159045,57,164.47,-5.23,-15.47,0.56,4.55,-5.74,0.00,1,0.00,0.81,0.39,0.00,0,0,0,-0.02,0,,3.8
148.5,159046,57,164.40,-4.94,-15.86,0.56,4.37,-6.01,0.00,1,0.00,0.41,0.00,0.76,0,0,0,0.39,0,,3.4
148.5,159047,57,164.34,-4.65,-16.24,0.56,4.84,-6.03,0.00,1,0.00,0.06,0.00,0.92,0,0,0,0.98,0,,2.4
148.5,159048,57,164.28,-4.34,-16.63,0.56,5.00,-6.25,0.00,1,0.00,0.91,0.00,0.02,0,0,0,-0.02,0,,2.4
148.6,159049,57,164.21,-4.02,-17.04,0.56,4.49,-5.91,0.00,1,0.78,0.00,0.62,0.00,0,1,0,11.39,1,arrived,1.0
149.1,159050,58,162.67,-0.48,-21.71,0.56,0.80,-1.21,0.00,1,0.40,0.00,0.83,0.00,0,0,0,-0.02,0,,28.8
149.1,159051,58,162.61,-0.45,-21.78,0.56,0.53,-1.31,0.00,1,0.00,0.75,0.00,0.43,0,0,0,-0.02,0,,28.8
149.1,159052,58,162.55,-0.41,-21.88,0.56,0.79,-1.99,0.00,1,0.00,0.88,0.00,0.28,0,0,0,0.98,0,,27.8
149.1,159053,58,162.48,-0.35,-22.04,0.56,1.04,-2.73,0.00,1,0.00,0.84,0.00,0.40,0,0,0,-0.02,0,,27.8
149.2,159054,58,162.42,-0.28,-22.23,0.56,1.03,-3.41,0.00,1,0.00,0.88,0.04,0.00,0,0,0,-0.02,0,,27.8
149.2,159055,58,162.36,-0.22,-22.47,0.56,0.91,-4.06,0.00,1,0.00,0.88,0.01,0.00,0,0,0,-0.02,0,,27.8
149.2,159056,58,162.29,-0.16,-22.76,0.56,0.99,-4.65,0.00,1,0.00,0.79,0.00,0.42,0,0,0,-0.02,0,,27.8
149.2,159057,58,162.23,-0.08,-23.07,0.56,1.38,-5.05,0.00,1,0.00,0.64,0.00,0.63,0,0,0,0.57,0,,27.2
149.2,159058,58,162.16,0.01,-23.40,0.56,1.47,-5.45,0.00,1,0.00,0.84,0.35,0.00,0,0,0,-0.02,0,,27.2
149.3,159059,58,162.10,0.10,-23.77,0.56,1.57,-5.52,0.00,1,0.07,0.00,0.00,0.88,0,0,0,-0.02,0,,27.2
149.3,159060,58,162.03,0.22,-24.11,0.56,2.07,-5.62,0.00,1,0.00,0.68,0.00,0.58,0,0,0,0.98,0,,26.2
149.3,159061,58,161.97,0.36,-24.48,0.56,2.13,-6.01,0.00,1,0.00,0.89,0.22,0.00,0,0,0,-0.02,0,,26.2
149.3,159062,58,161.91,0.49,-24.90,0.56,1.80,-6.53,0.00,1,0.00,0.93,0.13,0.00,0,0,0,0.98,0,,25.2
149.4,159063,58,161.84,0.61,-25.31,0.56,2.18,-6.37,0.00,1,0.06,0.00,0.00,0.86,0,0,0,-0.02,0,,25.2
149.4,159064,58,161.78,0.76,-25.70,0.56,2.36,-6.33,0.00,1,0.00,0.84,0.25,0.00,0,0,0,-0.02,0,,25.2
149.4,159065,58,161.71,0.91,-26.13,0.56,2.35,-6.76,0.00,1,0.00,0.82,0.00,0.33,0,0,0,0.57,0,,24.7
149.4,159066,58,161.65,1.06,-26.57,0.56,2.20,-7.19,0.00,1,0.00,0.93,0.12,0.00,0,0,0,-0.02,0,,24.7
149.4,159067,58,161.59,1.18,-27.04,0.56,1.62,-7.41,0.00,1,0.00,0.58,0.61,0.00,0,0,0,0.98,0,,23.7
149.5,159068,58,161.52,1.26,-27.53,0.56,0.86,-7.50,0.00,1,0.00,0.52,0.74,0.00,0,0,0,-0.02,0,,23.7
149.5,159069,58,161.46,1.30,-28.00,0.56,0.73,-7.62,0.00,1,0.00,0.65,0.00,0.68,0,0,0,0.98,0,,22.7
149.5,159070,58,161.40,1.36,-28.49,0.56,0.81,-7.83,0.00,1,0.00,0.81,0.47,0.00,0,0,0,-0.02,0,,22.7
149.5,159071,58,161.33,1.39,-29.02,0.56,0.31,-8.14,0.00,1,0.00,0.82,0.42,0.00,0,0,0,0.98,0,,21.7
149.5,159072,58,161.27,1.41,-29.54,0.56,0.55,-8.32,0.00,1,0.00,0.65,0.00,0.61,0,0,0,-0.02,0,,21.7
149.6,159073,58,161.20,1.44,-30.06,0.56,0.16,-8.40,0.00,1,0.00,0.58,0.74,0.00,0,0,0,0.98,0,,20.7
149.6,159074,58,161.14,1.45,-30.62,0.56,0.26,-8.54,0.00,1,0.00,0.72,0.00,0.51,0,0,0,-0.02,0,,20.7
149.6,159075,58,161.07,1.47,-31.17,0.56,0.34,-8.77,0.00,1,0.00,0.85,0.26,0.00,0,0,0,0.98,0,,19.7
149.6,159076,58,161.01,1.49,-31.72,0.56,0.14,-8.54,0.00,1,1.00,0.00,0.04,0.00,0,1,0,-0.02,0,,19.7
149.7,159077,58,160.95,1.49,-32.26,0.56,-0.13,-8.15,0.00,1,0.00,0.78,0.52,0.00,0,0,0,0.98,0,,18.7
149.7,159078,58,160.88,1.46,-32.78,0.56,-0.67,-8.34,0.00,1,0.00,0.67,0.60,0.00,0,0,0,-0.02,0,,18.7
149.7,159079,58,160.82,1.41,-33.31,0.56,-1.05,-8.54,0.00,1,0.00,0.86,0.25,0.00,0,0,0,0.98,0,,17.7
149.7,159080,58,160.75,1.32,-33.87,0.56,-1.65,-8.29,0.00,1,0.04,0.00,0.96,0.00,0,0,0,-0.02,0,,17.7
149.7,159081,58,160.69,1.20,-34.39,0.56,-1.80,-8.17,0.00,1,0.00,0.76,0.00,0.44,0,0,0,0.98,0,,16.7
149.8,159082,58,160.63,1.10,-34.91,0.56,-1.57,-8.45,0.00,1,0.00,0.82,0.00,0.02,0,0,0,0.98,0,,15.7
149.8,159083,58,160.56,0.99,-35.48,0.56,-1.83,-8.62,0.00,1,0.00,0.46,0.80,0.00,0,0,0,-0.02,0,,15.7
149.8,159084,58,160.50,0.86,-36.02,0.56,-2.17,-8.78,0.00,1,0.00,0.94,0.07,0.00,0,0,0,1.39,0,,14.2
149.8,159085,58,160.44,0.73,-36.58,0.56,-1.99,-9.10,0.00,1,0.00,0.88,0.00,0.34,0,0,0,-0.02,0,,14.2
149.8,159086,58,160.37,0.61,-37.20,0.56,-1.48,-9.31,0.00,1,0.00,0.64,0.00,0.50,0,0,0,0.98,0,,13.2
149.9,159087,58,160.31,0.53,-37.78,0.56,-1.51,-9.34,0.00,1,0.00,0.38,0.77,0.00,0,0,0,-0.02,0,,13.2
149.9,159088,58,160.24,0.41,-38.37,0.56,-2.14,-9.37,0.00,1,0.00,0.63,0.71,0.00,0,0,0,0.98,0,,12.2
149.9,159089,58,160.18,0.26,-39.00,0.56,-2.35,-9.64,0.00,1,0.00,0.94,0.13,0.00,0,0,0,0.98,0,,11.2
149.9,159090,58,160.12,0.12,-39.61,0.56,-1.96,-9.81,0.00,1,0.00,0.50,0.00,0.77,0,0,0,-0.02,0,,11.2
150.0,159091,58,160.05,0.01,-40.23,0.56,-1.40,-9.91,0.00,1,0.00,0.79,0.00,0.42,0,0,0,0.98,0,,10.2
150.0,159092,58,159.99,-0.08,-40.89,0.56,-1.82,-9.96,0.00,1,0.00,0.18,0.89,0.00,0,0,0,0.98,0,,9.2
150.0,159093,58,159.92,-0.21,-41.52,0.56,-1.93,-10.00,0.00,1,0.00,0.75,0.00,0.51,0,0,0,0.39,0,,8.8
150.0,159094,58,159.86,-0.32,-42.15,0.56,-1.75,-10.10,0.00,1,0.00,0.76,0.47,0.00,0,0,0,0.98,0,,7.8
150.0,159095,58,159.79,-0.45,-42.82,0.56,-2.29,-10.18,0.00,1,0.00,0.25,0.82,0.00,0,0,0,-0.02,0,,7.8
150.1,159096,58,159.73,-0.62,-43.46,0.56,-2.67,-10.26,0.00,1,0.00,0.84,0.19,0.00,0,0,0,0.98,0,,6.8
150.1,159097,58,159.67,-0.79,-44.12,0.56,-2.74,-10.44,0.00,1,0.00,0.87,0.23,0.00,0,0,0,0.98,0,,5.8
150.1,159098,58,159.60,-0.97,-44.81,0.56,-3.08,-10.53,0.00,1,0.00,0.20,0.87,0.00,0,0,0,-0.02,0,,5.8
150.1,159099,58,159.54,-1.19,-45.47,0.56,-3.64,-10.53,0.00,1,0.00,0.47,0.73,0.00,0,0,0,1.39,0,,4.4
150.1,159100,58,159.48,-1.43,-46.13,0.56,-4.16,-10.25,0.00,1,0.11,0.00,0.94,0.00,0,0,0,0.98,0,,3.4
150.2,159101,58,159.41,-1.72,-46.79,0.56,-4.50,-9.99,0.00,1,0.00,0.88,0.24,0.00,0,0,0,-0.02,0,,3.4
150.2,159102,58,159.35,-2.01,-47.43,0.56,-4.79,-10.12,0.00,1,0.00,0.29,0.91,0.00,0,0,0,0.98,0,,2.4
150.2,159103,58,159.28,-2.33,-48.07,0.56,-5.23,-10.12,0.00,1,0.00,0.62,0.59,0.00,0,0,0,11.39,1,arrived,1.0
150.7,159104,59,157.70,17.38,41.63,0.88,0.03,0.04,-1.92,0,0.72,0.00,0.00,0.62,0,0,0,-0.12,0,,34.7
150.8,159105,59,157.63,17.38,41.64,0.71,0.02,0.25,-3.24,0,0.57,0.00,0.69,0.00,0,0,0,-0.12,0,,34.7
150.8,159106,59,157.57,17.35,41.62,0.60,-1.17,-1.26,1.55,0,0.17,0.00,0.00,0.89,0,0,0,-0.12,0,,34.7
150.8,159107,59,157.51,17.29,41.54,0.66,-0.91,-1.18,0.29,0,0.43,0.00,0.00,0.79,0,0,0,-0.12,0,,34.7
150.8,159108,59,157.44,17.23,41.47,0.63,-0.67,-1.20,-1.03,1,0.00,0.51,0.00,0.78,0,0,0,-0.02,0,,34.7
150.8,159109,59,157.38,17.21,41.40,0.58,0.28,-0.54,0.59,0,0.91,0.00,0.00,0.23,0,0,0,-0.12,0,,34.7
150.9,159110,59,157.32,17.23,41.37,0.57,0.39,-0.32,-0.67,0,0.53,0.00,0.00,0.69,0,0,0,-0.12,0,,34.7
150.9,159111,59,157.25,17.28,41.38,0.56,0.95,0.42,0.00,0,0.83,0.00,0.00,0.38,0,0,0,-0.12,0,,34.7
150.9,159112,59,157.19,17.35,41.43,0.56,1.43,0.95,0.00,1,0.39,0.00,0.00,0.87,0,0,0,-0.02,0,,34.7
150.9,159113,59,157.12,17.46,41.50,0.56,2.04,1.29,0.00,1,0.55,0.00,0.00,0.70,0,0,0,-0.02,0,,34.7
150.9,159114,59,157.06,17.62,41.60,0.56,2.62,1.68,0.00,1,0.50,0.00,0.00,0.81,0,0,0,-0.02,0,,34.7
151.0,159115,59,157.00,17.80,41.72,0.56,3.15,2.07,0.00,1,0.59,0.00,0.00,0.69,0,0,0,-0.02,0,,34.7
151.0,159116,59,156.93,18.02,41.86,0.56,3.64,2.41,0.00,1,0.44,0.00,0.00,0.81,0,0,0,0.98,0,,33.7
151.0,159117,59,156.87,18.27,42.03,0.56,4.10,2.76,0.00,1,0.65,0.00,0.00,0.64,0,0,0,-0.02,0,,33.7
151.0,159118,59,156.80,18.54,42.22,0.56,4.43,3.20,0.00,1,0.69,0.00,0.00,0.64,0,0,0,0.39,0,,33.3
151.1,159119,59,156.74,18.83,42.43,0.56,4.51,3.68,0.00,1,0.79,0.00,0.00,0.28,0,0,0,-0.02,0,,33.3
151.1,159120,59,156.67,19.12,42.70,0.56,4.51,4.24,0.00,1,0.88,0.00,0.00,0.14,0,0,0,0.98,0,,32.3
151.1,159121,59,156.61,19.41,42.98,0.56,4.77,4.53,0.00,1,0.25,0.00,0.00,0.90,0,0,0,-0.02,0,,32.3
151.1,159122,59,156.55,19.73,43.26,0.56,5.25,4.31,0.00,1,0.00,0.20,0.00,0.87,0,0,0,0.39,0,,31.9
151.1,159123,59,156.48,20.09,43.53,0.56,5.74,4.14,0.00,1,0.17,0.00,0.00,0.89,0,0,0,0.98,0,,30.9
151.2,159124,59,156.42,20.47,43.80,0.56,5.98,4.38,0.00,1,0.84,0.00,0.00,0.33,0,0,0,-0.02,0,,30.9
151.2,159125,59,156.36,20.84,44.09,0.56,5.98,4.78,0.00,1,0.75,0.00,0.00,0.38,0,0,0,-0.02,0,,30.9
151.2,159126,59,156.29,21.24,44.40,0.56,6.25,4.47,0.00,1,0.00,0.26,0.00,0.86,0,0,0,1.39,0,,29.5
151.2,159127,59,156.23,21.65,44.66,0.56,6.64,3.91,0.00,1,0.00,0.28,0.00,0.89,0,0,0,-0.02,0,,29.5
151.2,159128,59,156.16,22.08,44.90,0.56,6.87,3.86,0.00,1,0.93,0.00,0.00,0.07,0,0,0,0.98,0,,28.5
151.3,159129,59,156.10,22.54,45.16,0.56,7.15,3.83,0.00,1,0.00,0.03,0.00,0.89,0,0,0,0.39,0,,28.0
151.3,159130,59,156.03,23.00,45.39,0.56,7.49,3.68,0.00,1,0.10,0.00,0.00,0.87,0,0,0,0.98,0,,27.0
151.3,159131,59,155.97,23.48,45.63,0.56,7.65,3.93,0.00,1,0.88,0.00,0.00,0.14,0,0,0,-0.02,0,,27.0
151.3,159132,59,155.91,23.99,45.90,0.56,7.89,4.12,0.00,1,0.17,0.00,0.00,0.92,0,0,0,0.98,0,,26.0
151.4,159133,59,155.84,24.50,46.16,0.56,8.16,4.22,0.00,1,0.53,0.00,0.00,0.77,0,0,0,0.39,0,,25.6
151.4,159134,59,155.78,25.02,46.43,0.56,8.32,3.97,0.00,1,0.00,0.62,0.00,0.69,0,0,0,0.98,0,,24.6
151.4,159135,59,155.71,25.57,46.66,0.56,8.53,3.37,0.00,1,0.00,0.02,0.00,0.93,0,0,0,-0.02,0,,24.6
151.4,159136,59,155.65,26.12,46.87,0.56,8.81,3.23,0.00,1,0.15,0.00,0.00,0.90,0,0,0,0.98,0,,23.6
151.4,159137,59,155.59,26.68,47.07,0.56,9.03,3.27,0.00,1,0.36,0.00,0.00,0.79,0,0,0,-0.02,0,,23.6
151.5,159138,59,155.52,27.29,47.29,0.56,9.21,3.30,0.00,1,0.24,0.00,0.00,0.86,0,0,0,1.39,0,,22.2
151.5,159139,59,155.46,27.87,47.50,0.56,9.39,3.32,0.00,1,0.31,0.00,0.00,0.86,0,0,0,-0.02,0,,22.2
151.5,159140,59,155.40,28.47,47.71,0.56,9.56,3.33,0.00,1,0.11,0.00,0.00,0.84,0,0,0,0.98,0,,21.2
151.5,159141,59,155.33,29.11,47.93,0.56,9.66,3.45,0.00,1,0.56,0.00,0.00,0.69,0,0,0,0.39,0,,20.8
151.5,159142,59,155.27,29.72,48.15,0.56,9.76,3.59,0.00,1,0.21,0.00,0.00,0.90,0,0,0,0.98,0,,19.8
151.6,159143,59,155.20,30.34,48.38,0.56,9.96,3.59,0.00,1,0.26,0.00,0.00,0.88,0,0,0,0.39,0,,19.4
151.6,159144,59,155.14,31.00,48.62,0.56,10.17,3.60,0.00,1,0.29,0.00,0.00,0.89,0,0,0,0.39,0,,19.0
151.6,159145,59,155.07,31.64,48.84,0.56,10.05,3.24,0.00,1,0.00,0.92,0.00,0.03,0,0,0,-0.02,0,,19.0
151.6,159146,59,155.01,32.27,49.02,0.56,9.86,2.84,0.00,1,0.37,0.00,0.00,0.85,0,0,0,0.39,0,,18.6
151.7,159147,59,154.95,32.92,49.22,0.56,9.94,3.10,0.00,1,0.67,0.00,0.00,0.66,0,0,0,1.39,0,,17.1
151.7,159148,59,154.88,33.55,49.42,0.56,10.00,3.32,0.00,1,0.30,0.00,0.00,0.84,0,0,0,-0.02,0,,17.1
151.7,159149,59,154.82,34.18,49.63,0.56,10.09,3.47,0.00,1,0.60,0.00,0.00,0.73,0,0,0,0.39,0,,16.7
151.7,159150,59,154.75,34.85,49.86,0.56,10.19,3.17,0.00,1,0.00,0.37,0.00,0.85,0,0,0,-0.02,0,,16.7
151.7,159151,59,154.69,35.49,50.04,0.56,10.25,2.57,0.00,1,0.00,0.50,0.00,0.74,0,0,0,0.39,0,,16.3
151.8,159152,59,154.63,36.14,50.19,0.56,9.95,2.45,0.00,1,0.91,0.00,0.19,0.00,0,0,0,1.39,0,,14.9
