wall,step,seg,time_left_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
402.1,168386,150,24.91,-11.45,-36.66,0.56,-6.24,3.44,0.00,1,0.41,0.00,0.85,0.00,0,0,0,1.39,0,,8.0
402.1,168387,150,24.85,-11.85,-36.43,0.56,-6.64,3.66,0.00,1,0.57,0.00,0.75,0.00,0,0,0,-0.02,0,,8.0
402.1,168388,150,24.79,-12.28,-36.19,0.56,-6.83,4.07,0.00,1,0.92,0.00,0.28,0.00,0,0,0,0.98,0,,7.0
402.2,168389,150,24.72,-12.73,-35.91,0.56,-6.96,4.01,0.00,1,0.00,0.56,0.69,0.00,0,0,0,-0.02,0,,7.0
402.2,168390,150,24.66,-13.18,-35.69,0.56,-7.20,3.23,0.00,1,0.00,0.57,0.69,0.00,0,0,0,0.57,0,,6.4
402.2,168391,150,24.60,-13.64,-35.51,0.56,-7.49,2.63,0.00,1,0.00,0.14,0.89,0.00,0,0,0,-0.02,0,,6.4
402.2,168392,150,24.53,-14.15,-35.35,0.56,-7.83,2.14,0.00,1,0.00,0.44,0.73,0.00,0,0,0,0.98,0,,5.4
402.2,168393,150,24.47,-14.65,-35.23,0.56,-8.06,1.53,0.00,1,0.00,0.53,0.75,0.00,0,0,0,-0.02,0,,5.4
402.3,168394,150,24.40,-15.17,-35.16,0.56,-8.32,0.92,0.00,1,0.00,0.51,0.75,0.00,0,0,0,0.98,0,,4.4
402.3,168395,150,24.34,-15.72,-35.12,0.56,-8.08,0.39,0.00,1,0.00,0.62,0.00,0.70,0,0,0,-0.02,0,,4.4
402.3,168396,150,24.27,-16.20,-35.11,0.56,-7.44,-0.20,0.00,1,0.00,0.91,0.00,0.10,0,0,0,0.98,0,,3.4
402.3,168397,150,24.21,-16.66,-35.15,0.56,-7.18,-0.97,0.00,1,0.00,0.87,0.20,0.00,0,0,0,-0.02,0,,3.4
402.3,168398,150,24.15,-17.13,-35.23,0.56,-7.38,-1.42,0.00,1,0.00,0.10,0.90,0.00,0,0,0,0.98,0,,2.4
402.4,168399,150,24.08,-17.61,-35.33,0.56,-7.31,-1.75,0.00,1,0.00,0.87,0.00,0.21,0,0,0,-0.02,0,,2.4
402.4,168400,150,24.02,-18.05,-35.45,0.56,-7.06,-1.85,0.00,1,0.62,0.00,0.66,0.00,0,0,0,-0.02,0,,2.4
402.4,168401,150,23.95,-18.52,-35.56,0.56,-7.27,-1.75,0.00,1,0.00,0.63,0.66,0.00,0,0,0,10.98,1,arrived,1.4
402.9,168402,151,22.42,-24.59,-37.13,0.56,-1.80,-0.27,0.00,1,0.76,0.00,0.51,0.00,0,0,0,-0.02,0,,35.4
402.9,168403,151,22.36,-24.72,-37.13,0.56,-2.35,0.24,0.00,1,0.35,0.00,0.86,0.00,0,0,0,-0.02,0,,35.4
403.0,168404,151,22.29,-24.87,-37.10,0.56,-2.18,0.80,0.00,1,0.78,0.00,0.00,0.39,0,0,0,-0.02,0,,35.4
403.0,168405,151,22.23,-24.99,-37.02,0.56,-1.60,1.44,0.00,1,0.70,0.00,0.00,0.60,0,0,0,-0.02,0,,35.4
403.0,168406,151,22.16,-25.08,-36.91,0.56,-1.18,2.07,0.00,1,0.90,0.00,0.00,0.15,0,0,0,-0.02,0,,35.4
403.0,168407,151,22.10,-25.15,-36.76,0.56,-1.24,2.70,0.00,1,0.78,0.00,0.45,0.00,0,0,0,1.39,0,,34.0
403.0,168408,151,22.03,-25.24,-36.56,0.56,-1.39,3.30,0.00,1,0.89,0.00,0.00,0.12,0,0,0,-0.02,0,,34.0
403.1,168409,151,21.97,-25.32,-36.33,0.56,-1.14,3.87,0.00,1,0.85,0.00,0.00,0.35,0,0,0,-0.02,0,,34.0
403.1,168410,151,21.91,-25.38,-36.07,0.56,-0.66,4.30,0.00,1,0.65,0.00,0.00,0.68,0,0,0,-0.02,0,,34.0
403.1,168411,151,21.84,-25.41,-35.80,0.56,-0.37,3.77,0.00,1,0.00,0.99,0.00,0.15,0,1,0,0.98,0,,33.0
403.1,168412,151,21.78,-25.43,-35.59,0.56,-0.29,2.88,0.00,1,0.00,1.00,0.00,0.10,0,1,0,-0.02,0,,33.0
403.2,168413,151,21.72,-25.45,-35.41,0.56,-0.63,2.97,0.00,1,0.74,0.00,0.50,0.00,0,0,0,-0.02,0,,33.0
403.2,168414,151,21.65,-25.51,-35.20,0.56,-0.68,3.46,0.00,1,0.79,0.00,0.00,0.49,0,0,0,-0.02,0,,33.0
403.2,168415,151,21.59,-25.54,-34.97,0.56,-0.35,3.99,0.00,1,0.90,0.00,0.00,0.22,0,0,0,-0.02,0,,33.0
403.2,168416,151,21.52,-25.56,-34.70,0.56,-0.57,4.11,0.00,1,0.00,0.19,0.87,0.00,0,0,0,0.98,0,,32.0
403.2,168417,151,21.46,-25.62,-34.45,0.56,-0.94,3.42,0.00,1,0.00,0.99,0.00,0.14,0,1,0,-0.02,0,,32.0
403.3,168418,151,21.39,-25.68,-34.24,0.56,-1.19,3.56,0.00,1,0.84,0.00,0.47,0.00,0,0,0,-0.02,0,,32.0
403.3,168419,151,21.33,-25.77,-34.00,0.56,-1.45,4.12,0.00,1,0.88,0.00,0.15,0.00,0,0,0,-0.02,0,,32.0
403.3,168420,151,21.27,-25.87,-33.71,0.56,-1.66,4.65,0.00,1,0.84,0.00,0.36,0.00,0,0,0,0.98,0,,31.0
403.3,168421,151,21.20,-25.97,-33.40,0.56,-1.51,5.06,0.00,1,0.73,0.00,0.00,0.51,0,0,0,-0.02,0,,31.0
403.3,168422,151,21.14,-26.05,-33.07,0.56,-1.04,5.43,0.00,1,0.84,0.00,0.00,0.35,0,0,0,-0.02,0,,31.0
403.4,168423,151,21.07,-26.11,-32.70,0.56,-0.67,5.86,0.00,1,0.87,0.00,0.00,0.32,0,0,0,0.98,0,,30.0
403.4,168424,151,21.01,-26.15,-32.32,0.56,-0.87,6.07,0.00,1,0.40,0.00,0.86,0.00,0,0,0,-0.43,0,,30.4
403.4,168425,151,20.95,-26.22,-31.93,0.56,-1.45,6.23,0.00,1,0.82,0.00,0.42,0.00,0,0,0,-0.02,0,,30.4
403.4,168426,151,20.88,-26.33,-31.51,0.56,-1.50,6.61,0.00,1,0.85,0.00,0.00,0.23,0,0,0,0.98,0,,29.4
403.5,168427,151,20.82,-26.41,-31.08,0.56,-0.98,6.81,0.00,1,0.54,0.00,0.00,0.77,0,0,0,-0.02,0,,29.4
403.5,168428,151,20.76,-26.44,-30.66,0.56,-0.21,6.67,0.00,1,0.01,0.00,0.00,0.88,0,0,0,0.98,0,,28.4
403.5,168429,151,20.69,-26.43,-30.22,0.56,0.36,6.61,0.00,1,0.83,0.00,0.00,0.29,0,0,0,-0.02,0,,28.4
403.5,168430,151,20.63,-26.41,-29.80,0.56,0.15,6.84,0.00,1,0.61,0.00,0.65,0.00,0,0,0,0.98,0,,27.4
403.5,168431,151,20.56,-26.42,-29.36,0.56,-0.19,7.01,0.00,1,0.79,0.00,0.00,0.07,0,0,0,-0.02,0,,27.4
403.6,168432,151,20.50,-26.43,-28.90,0.56,-0.06,6.74,0.00,1,0.00,0.90,0.00,0.32,0,0,0,-0.02,0,,27.4
403.6,168433,151,20.43,-26.42,-28.50,0.56,0.32,6.38,0.00,1,0.65,0.00,0.00,0.66,0,0,0,0.98,0,,26.4
403.6,168434,151,20.37,-26.39,-28.09,0.56,0.35,6.56,0.00,1,0.63,0.00,0.66,0.00,0,0,0,-0.02,0,,26.4
403.6,168435,151,20.31,-26.39,-27.66,0.56,-0.04,6.23,0.00,1,0.00,1.00,0.05,0.00,0,1,0,0.98,0,,25.4
403.6,168436,151,20.24,-26.39,-27.28,0.56,-0.06,6.01,0.00,1,0.96,0.00,0.00,0.02,0,0,0,-0.02,0,,25.4
403.7,168437,151,20.18,-26.39,-26.90,0.56,-0.06,5.91,0.00,1,0.00,1.00,0.00,0.01,0,1,0,-0.02,0,,25.4
403.7,168438,151,20.11,-26.40,-26.53,0.56,-0.19,5.60,0.00,1,0.86,0.00,0.28,0.00,0,0,0,0.98,0,,24.4
403.7,168439,151,20.05,-26.41,-26.16,0.56,0.00,5.84,0.00,1,0.50,0.00,0.00,0.77,0,0,0,-0.02,0,,24.4
403.7,168440,151,19.99,-26.39,-25.79,0.56,0.47,6.06,0.00,1,0.90,0.00,0.00,0.22,0,0,0,0.98,0,,23.4
403.8,168441,151,19.92,-26.36,-25.38,0.56,0.45,6.51,0.00,1,0.94,0.00,0.15,0.00,0,0,0,-0.02,0,,23.4
403.8,168442,151,19.86,-26.34,-24.95,0.56,0.19,6.88,0.00,1,0.85,0.00,0.30,0.00,0,0,0,-0.02,0,,23.4
403.8,168443,151,19.80,-26.34,-24.51,0.56,-0.15,7.21,0.00,1,0.85,0.00,0.42,0.00,0,0,0,0.98,0,,22.4
403.8,168444,151,19.73,-26.36,-24.03,0.56,-0.37,6.96,0.00,1,0.00,1.00,0.00,0.02,0,1,0,-0.02,0,,22.4
403.8,168445,151,19.67,-26.39,-23.62,0.56,-0.60,6.57,0.00,1,0.68,0.00,0.52,0.00,0,0,0,0.98,0,,21.4
403.9,168446,151,19.60,-26.43,-23.19,0.56,-0.66,6.80,0.00,1,0.80,0.00,0.00,0.52,0,0,0,-0.02,0,,21.4
403.9,168447,151,19.54,-26.46,-22.75,0.56,-0.34,6.53,0.00,1,0.00,1.00,0.00,0.10,0,1,0,0.98,0,,20.4
403.9,168448,151,19.48,-26.48,-22.36,0.56,-0.31,5.63,0.00,1,0.00,1.00,0.00,0.05,0,1,0,-0.02,0,,20.4
403.9,168449,151,19.41,-26.50,-22.03,0.56,-0.22,5.33,0.00,1,0.89,0.00,0.00,0.22,0,0,0,-0.02,0,,20.4
403.9,168450,151,19.35,-26.50,-21.67,0.56,0.39,5.49,0.00,1,0.34,0.00,0.00,0.87,0,0,0,0.98,0,,19.4
404.0,168451,151,19.28,-26.45,-21.32,0.56,0.86,5.69,0.00,1,0.87,0.00,0.00,0.27,0,0,0,-0.02,0,,19.4
404.0,168452,151,19.22,-26.40,-20.95,0.56,0.76,6.09,0.00,1,0.84,0.00,0.43,0.00,0,0,0,-0.02,0,,19.4
404.0,168453,151,19.15,-26.35,-20.53,0.56,0.79,6.48,0.00,1,0.85,0.00,0.00,0.31,0,0,0,0.98,0,,18.4
404.0,168454,151,19.09,-26.30,-20.12,0.56,0.68,6.31,0.00,1,0.00,0.67,0.64,0.00,0,0,0,-0.02,0,,18.4
404.0,168455,151,19.03,-26.27,-19.75,0.56,0.62,5.57,0.00,1,0.00,0.54,0.00,0.74,0,0,0,0.98,0,,17.4
404.1,168456,151,18.96,-26.22,-19.39,0.56,0.79,5.66,0.00,1,0.90,0.00,0.00,0.09,0,0,0,-0.02,0,,17.4
404.1,168457,151,18.90,-26.17,-19.01,0.56,0.69,6.09,0.00,1,0.86,0.00,0.14,0.00,0,0,0,-0.02,0,,17.4
404.1,168458,151,18.84,-26.13,-18.62,0.56,0.55,6.49,0.00,1,0.89,0.00,0.00,0.02,0,0,0,0.98,0,,16.4
404.1,168459,151,18.77,-26.10,-18.18,0.56,0.48,6.30,0.00,1,0.00,1.00,0.08,0.00,0,1,0,0.39,0,,16.0
404.2,168460,151,18.71,-26.07,-17.81,0.56,0.53,6.02,0.00,1,0.87,0.00,0.00,0.29,0,0,0,0.98,0,,15.0
404.2,168461,151,18.64,-26.03,-17.41,0.56,0.55,6.42,0.00,1,0.90,0.00,0.13,0.00,0,0,0,-0.02,0,,15.0
404.2,168462,151,18.58,-26.00,-16.97,0.56,0.42,6.89,0.00,1,0.95,0.00,0.06,0.00,0,0,0,-0.02,0,,15.0
404.2,168463,151,18.52,-25.97,-16.53,0.56,0.56,7.25,0.00,1,0.77,0.00,0.00,0.50,0,0,0,0.98,0,,14.0
404.2,168464,151,18.45,-25.93,-16.06,0.56,0.50,7.44,0.00,1,0.64,0.00,0.61,0.00,0,0,0,-0.02,0,,14.0
404.3,168465,151,18.39,-25.91,-15.56,0.56,0.20,7.73,0.00,1,0.90,0.00,0.07,0.00,0,0,0,0.98,0,,13.0
404.3,168466,151,18.32,-25.91,-15.07,0.56,-0.23,7.68,0.00,1,0.00,0.00,0.93,0.00,0,0,0,-0.02,0,,13.0
404.3,168467,151,18.26,-25.94,-14.60,0.56,-0.75,7.56,0.00,1,0.88,0.00,0.20,0.00,0,0,0,0.98,0,,12.0
404.3,168468,151,18.19,-26.01,-14.09,0.56,-1.27,7.71,0.00,1,0.62,0.00,0.70,0.00,0,0,0,-0.02,0,,12.0
404.3,168469,151,18.13,-26.11,-13.60,0.56,-1.96,7.74,0.00,1,0.24,0.00,0.89,0.00,0,0,0,0.98,0,,11.0
404.4,168470,151,18.07,-26.25,-13.11,0.56,-2.13,7.83,0.00,1,0.75,0.00,0.00,0.54,0,0,0,-0.43,0,,11.4
404.4,168471,151,18.00,-26.37,-12.60,0.56,-1.69,7.54,0.00,1,0.00,0.97,0.00,0.26,0,1,0,0.98,0,,10.4
404.4,168472,151,17.94,-26.47,-12.14,0.56,-1.39,7.23,0.00,1,0.86,0.00,0.00,0.34,0,0,0,-0.02,0,,10.4
404.4,168473,151,17.88,-26.55,-11.69,0.56,-1.11,7.03,0.00,1,0.00,0.98,0.00,0.19,0,1,0,0.98,0,,9.4
404.5,168474,151,17.81,-26.61,-11.24,0.56,-0.93,6.72,0.00,1,0.91,0.00,0.00,0.13,0,0,0,-0.02,0,,9.4
404.5,168475,151,17.75,-26.66,-10.82,0.56,-0.57,6.60,0.00,1,0.00,0.42,0.00,0.74,0,0,0,0.98,0,,8.4
404.5,168476,151,17.68,-26.68,-10.41,0.56,-0.14,6.61,0.00,1,0.79,0.00,0.00,0.42,0,0,0,-0.02,0,,8.4
404.5,168477,151,17.62,-26.68,-9.96,0.56,0.20,6.94,0.00,1,0.84,0.00,0.00,0.33,0,0,0,-0.02,0,,8.4
404.5,168478,151,17.55,-26.66,-9.51,0.56,0.45,7.29,0.00,1,0.88,0.00,0.00,0.28,0,0,0,0.98,0,,7.4
404.6,168479,151,17.49,-26.63,-9.04,0.56,0.35,7.62,0.00,1,0.84,0.00,0.45,0.00,0,0,0,-0.02,0,,7.4
404.6,168480,151,17.43,-26.61,-8.53,0.56,0.35,7.87,0.00,1,0.80,0.00,0.00,0.36,0,0,0,0.98,0,,6.4
404.6,168481,151,17.36,-26.59,-8.02,0.56,0.28,8.08,0.00,1,0.78,0.00,0.43,0.00,0,0,0,-0.02,0,,6.4
404.6,168482,151,17.30,-26.58,-7.51,0.56,0.09,8.35,0.00,1,0.94,0.00,0.00,0.15,0,0,0,0.98,0,,5.4
404.6,168483,151,17.23,-26.58,-6.95,0.56,-0.21,8.55,0.00,1,0.53,0.00,0.75,0.00,0,0,0,-0.02,0,,5.4
404.7,168484,151,17.17,-26.61,-6.41,0.56,-0.56,8.69,0.00,1,0.90,0.00,0.00,0.08,0,0,0,0.98,0,,4.4
404.7,168485,151,17.11,-26.64,-5.85,0.56,-0.44,8.96,0.00,1,0.92,0.00,0.00,0.13,0,0,0,0.98,0,,3.4
404.7,168486,151,17.04,-26.66,-5.25,0.56,-0.35,9.22,0.00,1,0.92,0.00,0.00,0.05,0,0,0,-0.02,0,,3.4
404.7,168487,151,16.98,-26.68,-4.66,0.56,0.03,9.35,0.00,1,0.42,0.00,0.00,0.82,0,0,0,0.98,0,,2.4
404.8,168488,151,16.92,-26.65,-4.08,0.56,0.78,9.13,0.00,1,0.03,0.00,0.00,0.95,0,0,0,-0.02,0,,2.4
404.8,168489,151,16.85,-26.58,-3.48,0.56,1.23,9.06,0.00,1,0.81,0.00,0.00,0.40,0,0,0,10.98,1,arrived,1.4
405.3,168490,152,15.27,-34.63,62.62,0.88,-0.05,-0.05,-1.92,0,0.00,0.64,0.62,0.00,0,0,0,-0.12,0,,33.1
405.3,168491,152,15.20,-34.63,62.61,0.72,-0.13,-0.31,-3.18,0,0.00,0.92,0.00,0.18,0,0,0,-0.12,0,,33.1
405.3,168492,152,15.14,-34.64,62.61,0.60,-0.11,0.79,1.61,0,0.00,0.53,0.74,0.00,0,0,0,-0.12,0,,33.1
405.4,168493,152,15.07,-34.65,62.66,0.66,-0.11,0.52,0.29,0,0.00,0.88,0.00,0.35,0,0,0,-0.12,0,,33.1
405.4,168494,152,15.01,-34.65,62.68,0.64,0.00,0.24,-0.97,1,0.00,0.80,0.00,0.45,0,0,0,-0.02,0,,33.1
405.4,168495,152,14.95,-34.65,62.67,0.58,0.10,-1.02,0.65,0,0.00,0.94,0.25,0.00,0,0,0,-0.12,0,,33.1
405.4,168496,152,14.88,-34.64,62.59,0.57,0.06,-1.35,-0.67,0,0.00,0.95,0.05,0.00,0,0,0,-0.12,0,,33.1
405.5,168497,152,14.82,-34.64,62.47,0.56,-0.09,-2.30,0.00,0,0.00,0.87,0.40,0.00,0,0,0,-0.12,0,,33.1
405.5,168498,152,14.76,-34.66,62.31,0.56,-0.46,-2.96,0.00,1,0.00,0.85,0.35,0.00,0,0,0,-0.02,0,,33.1
405.5,168499,152,14.69,-34.69,62.09,0.56,-0.37,-3.61,0.00,1,0.00,0.87,0.00,0.28,0,0,0,0.98,0,,32.1
405.5,168500,152,14.63,-34.71,61.84,0.56,-0.15,-4.22,0.00,1,0.00,0.91,0.00,0.19,0,0,0,-0.02,0,,32.1
405.5,168501,152,14.56,-34.71,61.55,0.56,0.16,-4.82,0.00,1,0.00,0.88,0.00,0.39,0,0,0,-0.02,0,,32.1
405.6,168502,152,14.50,-34.69,61.22,0.56,0.20,-5.41,0.00,1,0.00,0.90,0.29,0.00,0,0,0,-0.02,0,,32.1
405.6,168503,152,14.44,-34.69,60.86,0.56,0.04,-5.94,0.00,1,0.00,0.91,0.00,0.02,0,0,0,0.98,0,,31.1
405.6,168504,152,14.37,-34.68,60.47,0.56,0.29,-6.40,0.00,1,0.00,0.87,0.00,0.40,0,0,0,-0.02,0,,31.1
405.6,168505,152,14.31,-34.65,60.03,0.56,0.68,-6.80,0.00,1,0.00,0.77,0.00,0.54,0,0,0,0.98,0,,30.1
405.6,168506,152,14.24,-34.60,59.59,0.56,0.68,-7.16,0.00,1,0.00,0.82,0.40,0.00,0,0,0,-0.02,0,,30.1
405.7,168507,152,14.18,-34.56,59.13,0.56,0.56,-7.52,0.00,1,0.00,0.86,0.00,0.40,0,0,0,-0.02,0,,30.1
405.7,168508,152,14.11,-34.52,58.62,0.56,0.72,-7.91,0.00,1,0.00,0.92,0.00,0.06,0,0,0,0.98,0,,29.1
405.7,168509,152,14.05,-34.47,58.11,0.56,0.68,-8.31,0.00,1,0.00,0.94,0.00,0.04,0,0,0,0.98,0,,28.1
405.7,168510,152,13.99,-34.43,57.57,0.56,0.59,-8.72,0.00,1,0.00,0.95,0.12,0.00,0,0,0,-0.02,0,,28.1
405.8,168511,152,13.92,-34.40,56.98,0.56,0.60,-9.09,0.00,1,0.00,0.92,0.00,0.25,0,0,0,0.98,0,,27.1
405.8,168512,152,13.86,-34.35,56.40,0.56,0.90,-9.34,0.00,1,0.00,0.78,0.00,0.50,0,0,0,-0.02,0,,27.1
405.8,168513,152,13.80,-34.28,55.80,0.56,1.10,-9.57,0.00,1,0.00,0.89,0.00,0.03,0,0,0,0.98,0,,26.1
405.8,168514,152,13.73,-34.22,55.16,0.56,0.87,-9.85,0.00,1,0.00,0.89,0.33,0.00,0,0,0,-0.02,0,,26.1
405.8,168515,152,13.67,-34.17,54.53,0.56,0.68,-10.11,0.00,1,0.00,0.90,0.02,0.00,0,0,0,0.98,0,,25.1
405.9,168516,152,13.60,-34.13,53.89,0.56,0.58,-10.38,0.00,1,0.00,0.96,0.04,0.00,0,0,0,0.98,0,,24.1
405.9,168517,152,13.54,-34.10,53.19,0.56,0.37,-10.62,0.00,1,0.00,0.84,0.30,0.00,0,0,0,0.39,0,,23.7
405.9,168518,152,13.47,-34.08,52.52,0.56,0.00,-10.73,0.00,1,0.00,0.70,0.56,0.00,0,0,0,0.98,0,,22.7
405.9,168519,152,13.41,-34.10,51.84,0.56,-0.31,-10.87,0.00,1,0.00,0.95,0.00,0.00,0,0,0,0.98,0,,21.7
405.9,168520,152,13.35,-34.12,51.13,0.56,-0.32,-10.31,0.00,1,1.00,0.00,0.00,0.03,0,1,0,-0.02,0,,21.7
406.0,168521,152,13.28,-34.14,50.49,0.56,-0.26,-10.23,0.00,1,0.00,0.90,0.00,0.09,0,0,0,0.57,0,,21.1
406.0,168522,152,13.22,-34.15,49.84,0.56,-0.01,-10.39,0.00,1,0.00,0.74,0.00,0.52,0,0,0,0.98,0,,20.1
406.0,168523,152,13.15,-34.14,49.15,0.56,0.08,-10.53,0.00,1,0.00,0.91,0.34,0.00,0,0,0,-0.02,0,,20.1
406.0,168524,152,13.09,-34.15,48.48,0.56,-0.38,-10.64,0.00,1,0.00,0.68,0.61,0.00,0,0,0,0.98,0,,19.1
406.0,168525,152,13.03,-34.18,47.81,0.56,-0.35,-10.64,0.00,1,0.00,0.32,0.00,0.87,0,0,0,0.98,0,,18.1
406.1,168526,152,12.96,-34.18,47.11,0.56,0.14,-10.74,0.00,1,0.00,0.90,0.00,0.14,0,0,0,0.98,0,,17.1
406.1,168527,152,12.90,-34.17,46.43,0.56,0.44,-10.89,0.00,1,0.00,0.76,0.00,0.57,0,0,0,-0.02,0,,17.1
406.1,168528,152,12.84,-34.12,45.74,0.56,1.06,-10.94,0.00,1,0.00,0.04,0.00,0.89,0,0,0,1.39,0,,15.7
406.1,168529,152,12.77,-34.04,45.01,0.56,1.21,-11.12,0.00,1,0.00,0.96,0.03,0.00,0,0,0,0.98,0,,14.7
406.2,168530,152,12.71,-33.97,44.30,0.56,1.05,-11.33,0.00,1,0.00,0.92,0.09,0.00,0,0,0,-0.02,0,,14.7
406.2,168531,152,12.64,-33.90,43.59,0.56,1.22,-11.42,0.00,1,0.00,0.50,0.00,0.77,0,0,0,0.98,0,,13.7
406.2,168532,152,12.58,-33.81,42.84,0.56,1.52,-11.00,0.00,1,0.99,0.00,0.11,0.00,0,1,0,0.98,0,,12.7
406.2,168533,152,12.52,-33.71,42.17,0.56,1.75,-10.54,0.00,1,0.00,0.47,0.00,0.80,0,0,0,-0.02,0,,12.7
406.2,168534,152,12.45,-33.58,41.50,0.56,2.13,-10.60,0.00,1,0.00,0.86,0.00,0.31,0,0,0,0.98,0,,11.7
406.3,168535,152,12.39,-33.44,40.80,0.56,2.29,-10.77,0.00,1,0.00,0.82,0.00,0.40,0,0,0,0.98,0,,10.7
406.3,168536,152,12.32,-33.28,40.12,0.56,2.60,-10.84,0.00,1,0.00,0.67,0.00,0.66,0,0,0,0.98,0,,9.7
406.3,168537,152,12.26,-33.11,39.43,0.56,3.02,-10.84,0.00,1,0.00,0.51,0.00,0.63,0,0,0,0.39,0,,9.2
406.3,168538,152,12.19,-32.89,38.72,0.56,3.34,-10.88,0.00,1,0.00,0.80,0.00,0.49,0,0,0,0.98,0,,8.2
406.3,168539,152,12.13,-32.68,38.03,0.56,3.18,-10.99,0.00,1,0.00,0.86,0.35,0.00,0,0,0,0.98,0,,7.2
406.4,168540,152,12.07,-32.50,37.33,0.56,2.94,-11.12,0.00,1,0.00,0.82,0.00,0.41,0,0,0,-0.02,0,,7.2
406.4,168541,152,12.00,-32.31,36.60,0.56,2.41,-11.16,0.00,1,0.00,0.62,0.63,0.00,0,0,0,0.98,0,,6.2
406.4,168542,152,11.94,-32.18,35.89,0.56,2.07,-11.22,0.00,1,0.00,0.84,0.00,0.33,0,0,0,0.98,0,,5.2
406.4,168543,152,11.88,-32.06,35.18,0.56,1.48,-11.25,0.00,1,0.00,0.25,0.83,0.00,0,0,0,0.39,0,,4.8
406.5,168544,152,11.81,-31.99,34.44,0.56,0.74,-11.31,0.00,1,0.00,0.85,0.40,0.00,0,0,0,0.98,0,,3.8
406.5,168545,152,11.75,-31.96,33.72,0.56,0.59,-11.50,0.00,1,0.00,0.94,0.00,0.05,0,0,0,0.98,0,,2.8
406.5,168546,152,11.68,-31.92,32.99,0.56,0.83,-11.63,0.00,1,0.00,0.55,0.00,0.74,0,0,0,0.39,0,,2.4
406.5,168547,152,11.62,-31.84,32.22,0.56,1.46,-11.63,0.00,1,0.00,0.51,0.00,0.81,0,0,0,-0.02,0,,2.4
406.5,168548,152,11.55,-31.73,31.49,0.56,2.09,-11.63,0.00,1,0.00,0.35,0.00,0.84,0,0,0,0.39,0,,2.0
406.6,168549,152,11.49,-31.58,30.76,0.56,2.53,-11.64,0.00,1,0.00,0.79,0.00,0.42,0,0,0,-0.43,0,,2.4
406.6,168550,152,11.43,-31.40,29.99,0.56,2.92,-11.66,0.00,1,0.00,0.35,0.00,0.86,0,0,0,-0.43,0,,2.8
406.6,168551,152,11.36,-31.20,29.26,0.56,3.11,-11.25,0.00,1,0.97,0.00,0.24,0.00,0,1,0,-0.02,0,,2.8
406.6,168552,152,11.30,-31.01,28.58,0.56,3.06,-10.38,0.00,1,0.72,0.00,0.00,0.55,0,0,0,-0.61,0,,3.4
406.6,168553,152,11.23,-30.81,27.93,0.56,3.03,-9.47,0.00,1,0.96,0.00,0.28,0.00,0,1,0,-1.02,0,,4.4
406.7,168554,152,11.17,-30.62,27.36,0.56,2.90,-8.60,0.00,1,0.82,0.00,0.00,0.30,0,0,0,-0.02,0,,4.4
406.7,168555,152,11.11,-30.44,26.85,0.56,2.79,-7.73,0.00,1,0.95,0.00,0.32,0.00,0,1,0,-1.02,0,,5.4
406.7,168556,152,11.04,-30.27,26.37,0.56,2.38,-6.88,0.00,1,0.76,0.00,0.53,0.00,0,0,0,-0.02,0,,5.4
406.7,168557,152,10.98,-30.14,25.96,0.56,1.91,-6.12,0.00,1,0.74,0.00,0.53,0.00,0,0,0,-1.02,0,,6.4
406.8,168558,152,10.92,-30.03,25.60,0.56,1.51,-5.32,0.00,1,0.82,0.00,0.26,0.00,0,0,0,0.39,0,,6.0
406.8,168559,152,10.85,-29.94,25.28,0.56,1.20,-4.44,0.00,1,0.83,0.00,0.28,0.00,0,0,0,-0.02,0,,6.0
406.8,168560,152,10.79,-29.88,25.02,0.56,0.74,-3.69,0.00,1,0.60,0.00,0.73,0.00,0,0,0,-1.02,0,,7.0
406.8,168561,152,10.72,-29.84,24.81,0.56,0.56,-2.99,0.00,1,0.72,0.00,0.00,0.52,0,0,0,-0.02,0,,7.0
406.8,168562,152,10.66,-29.80,24.64,0.56,0.68,-2.12,0.00,1,0.89,0.00,0.20,0.00,0,0,0,-0.02,0,,7.0
406.9,168563,152,10.60,-29.76,24.54,0.56,0.40,-1.27,0.00,1,0.88,0.00,0.27,0.00,0,0,0,-0.02,0,,7.0
406.9,168564,152,10.53,-29.75,24.49,0.56,-0.04,-0.52,0.00,1,0.66,0.00,0.68,0.00,0,0,0,-0.02,0,,7.0
406.9,168565,152,10.47,-29.78,24.47,0.56,-0.70,0.11,0.00,1,0.65,0.00,0.68,0.00,0,0,0,-0.02,0,,7.0
406.9,168566,152,10.40,-29.84,24.50,0.56,-1.04,0.79,0.00,1,0.93,0.00,0.10,0.00,0,0,0,-0.02,0,,7.0
406.9,168567,152,10.34,-29.90,24.58,0.56,-0.99,1.54,0.00,1,0.93,0.00,0.00,0.13,0,0,0,-0.02,0,,7.0
407.0,168568,152,10.27,-29.97,24.70,0.56,-1.14,2.15,0.00,1,0.59,0.00,0.57,0.00,0,0,0,-0.02,0,,7.0
407.0,168569,152,10.21,-30.05,24.85,0.56,-1.17,2.61,0.00,1,0.77,0.00,0.00,0.50,0,0,0,-0.02,0,,7.0
407.0,168570,152,10.15,-30.11,25.03,0.56,-0.97,3.17,0.00,1,0.82,0.00,0.20,0.00,0,0,0,-0.02,0,,7.0
