step,seg,time_left_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
1647,5,192.73,-0.59,49.04,0.76,-0.52,-0.29,-6.86,0,0.00,0.75,0.00,0.43,1,0,0,-0.12,0,,44.1
1648,5,192.67,-0.58,49.02,0.82,0.56,-0.35,6.76,0,0.00,0.20,0.87,0.00,0,0,0,-0.12,0,,44.1
1649,5,192.60,-0.55,49.00,1.20,0.38,-0.28,5.50,0,0.90,0.00,0.18,0.00,1,0,0,-0.12,0,,44.1
1650,5,192.54,-0.53,48.99,1.52,0.29,-0.00,4.18,0,0.87,0.00,0.28,0.00,1,0,0,-0.12,0,,44.1
1651,5,192.47,-0.51,49.00,1.74,0.32,0.23,2.92,0,0.66,0.00,0.00,0.61,0,0,0,-0.12,0,,44.1
1652,5,192.41,-0.49,49.02,1.88,0.40,0.46,1.66,0,0.90,0.00,0.18,0.00,0,0,0,-0.12,0,,44.1
1653,5,192.34,-0.46,49.06,1.95,0.44,0.72,0.34,0,0.73,0.00,0.00,0.55,0,0,0,-0.12,0,,44.1
1654,5,192.28,-0.43,49.10,1.93,0.44,0.70,-0.92,0,0.00,0.85,0.52,0.00,0,1,0,-0.12,0,,44.1
1655,5,192.22,-0.41,49.14,1.83,0.22,0.57,-2.18,0,0.25,0.00,0.87,0.00,0,0,0,0.29,0,,43.7
1656,5,192.15,-0.40,49.18,1.64,0.13,0.71,-3.50,0,0.76,0.00,0.00,0.48,1,0,0,-0.12,0,,43.7
1657,5,192.09,-0.39,49.23,1.37,0.17,0.69,-4.76,0,0.00,0.98,0.17,0.00,0,1,0,-0.12,0,,43.7
1658,5,192.03,-0.38,49.26,1.03,0.20,0.41,-6.02,0,0.00,0.73,0.00,0.49,0,0,0,-0.12,0,,43.7
1659,5,191.96,-0.36,49.29,0.59,0.39,0.34,-7.34,0,0.47,0.00,0.00,0.77,1,0,0,-0.12,0,,43.7
1660,5,191.90,-0.38,49.35,0.97,-0.38,1.11,6.27,0,0.72,0.00,0.52,0.00,0,0,0,-0.12,0,,43.7
1661,5,191.84,-0.41,49.42,1.33,-0.52,1.34,5.01,0,0.83,0.00,0.23,0.00,0,0,0,-0.12,0,,43.7
1662,5,191.77,-0.45,49.52,1.61,-0.43,1.53,3.69,0,0.33,0.00,0.00,0.88,0,0,0,-0.12,0,,43.7
1663,5,191.71,-0.47,49.62,1.80,-0.40,1.65,2.43,0,0.49,0.00,0.70,0.00,1,0,0,-0.12,0,,43.7
1664,5,191.64,-0.50,49.73,1.91,-0.52,1.61,1.17,0,0.00,0.87,0.00,0.12,0,0,0,-0.12,0,,43.7
1665,5,191.58,-0.53,49.83,1.95,-0.38,1.46,-0.15,0,0.12,0.00,0.00,0.92,0,0,0,-0.12,0,,43.7
1666,5,191.51,-0.55,49.92,1.90,-0.14,1.57,-1.41,0,0.65,0.00,0.00,0.66,0,0,0,-0.12,0,,43.7
1667,5,191.45,-0.55,50.02,1.76,0.08,1.63,-2.67,0,0.00,0.32,0.00,0.86,0,0,0,-0.12,0,,43.7
1668,5,191.38,-0.54,50.13,1.54,0.23,1.69,-3.99,0,0.90,0.00,0.00,0.04,0,0,0,0.29,0,,43.2
1669,5,191.32,-0.52,50.24,1.25,0.28,1.96,-5.25,0,0.81,0.00,0.00,0.43,0,0,0,-0.12,0,,43.2
1670,5,191.26,-0.50,50.37,0.88,0.24,2.05,-6.51,0,0.00,0.32,0.79,0.00,1,0,0,-0.12,0,,43.2
1671,5,191.19,-0.47,50.51,0.64,1.19,2.20,3.28,0,0.00,0.57,0.67,0.00,0,0,0,-0.12,0,,43.2
1672,5,191.13,-0.40,50.65,0.80,1.12,2.21,2.02,0,0.83,0.00,0.00,0.35,0,0,0,-0.12,0,,43.2
1673,5,191.07,-0.33,50.79,0.89,1.08,2.29,0.76,0,0.00,0.49,0.68,0.00,0,0,0,-0.12,0,,43.2
1674,5,191.00,-0.26,50.94,0.89,1.05,2.30,-0.56,0,0.68,0.00,0.00,0.61,0,0,0,-0.12,0,,43.2
1675,5,190.94,-0.19,51.09,0.82,1.07,2.26,-1.82,0,0.00,0.91,0.41,0.00,0,1,0,-0.12,0,,43.2
1676,5,190.88,-0.13,51.22,0.66,0.93,1.96,-3.08,0,0.00,0.90,0.43,0.00,0,1,0,0.29,0,,42.8
1677,5,190.81,-0.12,51.30,0.62,-0.39,0.57,1.04,0,0.00,0.41,0.00,0.82,0,0,0,-1.12,0,,43.8
1678,5,190.75,-0.14,51.33,0.64,-0.26,0.35,-0.22,0,0.00,0.93,0.05,0.00,0,0,0,0.88,0,,42.8
1679,5,190.68,-0.16,51.34,0.59,-0.29,0.29,-1.48,1,0.87,0.00,0.11,0.00,0,0,0,-0.02,0,,42.8
1680,5,190.62,-0.13,51.37,0.58,0.66,0.46,-0.22,0,0.00,0.38,0.00,0.85,1,0,0,-0.12,0,,42.8
1681,5,190.55,-0.08,51.39,0.81,0.74,0.11,6.78,1,0.00,0.91,0.14,0.00,0,0,0,-1.02,0,,43.8
1682,5,190.49,-0.04,51.39,1.20,0.57,-0.09,5.52,0,0.00,0.14,0.99,0.00,0,1,0,-0.12,0,,43.8
1683,5,190.43,-0.01,51.38,1.52,0.33,-0.23,4.20,0,0.00,0.74,0.43,0.00,0,0,0,-0.12,0,,43.8
1684,5,190.36,0.00,51.36,1.74,0.12,-0.35,2.94,0,0.12,0.00,0.88,0.00,0,0,0,-0.12,0,,43.8
1685,5,190.30,0.00,51.34,1.88,-0.15,-0.27,1.68,0,0.52,0.00,0.71,0.00,0,0,0,-0.12,0,,43.8
1686,5,190.23,-0.02,51.33,1.95,-0.43,-0.16,0.36,0,0.13,0.00,0.88,0.00,0,0,0,-0.12,0,,43.8
1687,5,190.17,-0.05,51.32,1.93,-0.65,-0.26,-0.90,0,0.00,0.80,0.40,0.00,1,0,0,-0.12,0,,43.8
1688,5,190.11,-0.10,51.29,1.83,-0.62,-0.42,-2.16,0,0.00,0.06,0.00,0.87,0,0,0,-0.12,0,,43.8
1689,5,190.04,-0.13,51.26,1.64,-0.38,-0.58,-3.48,0,0.00,0.58,0.00,0.73,0,0,0,0.88,0,,42.8
1690,5,189.98,-0.15,51.22,1.38,-0.36,-0.58,-4.74,0,0.69,0.00,0.61,0.00,0,0,0,-0.12,0,,42.8
1691,5,189.91,-0.18,51.18,1.04,-0.53,-0.70,-6.00,0,0.00,0.76,0.47,0.00,0,0,0,-0.12,0,,42.8
1692,5,189.85,-0.22,51.13,0.60,-0.67,-0.98,-7.32,0,0.00,0.82,0.26,0.00,0,0,0,-0.12,0,,42.8
1693,5,189.79,-0.36,50.97,0.74,-2.30,-2.72,2.52,0,0.00,0.59,0.00,0.71,0,0,0,-0.53,0,,43.2
1694,5,189.72,-0.50,50.79,0.86,-2.12,-2.73,1.26,0,0.77,0.00,0.00,0.43,0,0,0,-0.12,0,,43.2
1695,5,189.66,-0.63,50.62,0.90,-1.96,-2.49,-0.06,0,0.79,0.00,0.00,0.61,0,1,0,-0.12,0,,43.2
1696,5,189.59,-0.75,50.47,0.85,-1.99,-2.41,-1.32,1,0.00,0.30,0.79,0.00,0,0,0,-0.02,0,,43.2
1697,5,189.53,-0.88,50.32,0.73,-2.25,-2.45,-2.58,0,0.13,0.00,0.85,0.00,0,0,0,-0.12,0,,43.2
1698,5,189.47,-1.03,50.18,0.59,-1.50,-0.91,1.53,0,0.31,0.00,0.88,0.00,0,0,0,-0.12,0,,43.2
1699,5,189.40,-1.13,50.12,0.64,-1.54,-0.95,0.27,0,0.00,0.50,0.00,0.75,0,0,0,0.47,0,,42.7
1700,5,189.34,-1.22,50.05,0.62,-1.48,-1.20,-0.99,1,0.00,0.90,0.00,0.04,0,0,0,-0.02,0,,42.7
1701,5,189.27,-1.33,49.94,0.58,-1.84,-2.21,0.29,0,0.06,0.00,0.89,0.00,0,0,0,-0.12,0,,42.7
1702,5,189.21,-1.45,49.80,0.56,-2.07,-2.36,0.00,1,0.00,0.89,0.00,0.25,0,0,0,-0.02,0,,42.7
1703,5,189.15,-1.57,49.63,0.56,-1.91,-3.08,0.00,1,0.00,0.90,0.20,0.00,0,0,0,-0.02,0,,42.7
1704,5,189.08,-1.70,49.41,0.78,-1.93,-3.37,6.86,1,0.78,0.00,0.00,0.42,1,0,0,-0.02,0,,42.7
1705,5,189.02,-1.82,49.20,1.17,-1.80,-3.12,5.60,0,0.87,0.00,0.00,0.50,0,1,0,-0.12,0,,42.7
1706,5,188.96,-1.93,49.01,1.48,-1.59,-2.96,4.34,0,0.41,0.00,0.00,0.81,0,0,0,-0.53,0,,43.1
1707,5,188.89,-2.03,48.82,1.72,-1.46,-2.75,3.02,0,0.94,0.00,0.00,0.06,0,0,0,-0.12,0,,43.1
1708,5,188.83,-2.12,48.66,1.87,-1.36,-2.51,1.76,0,0.63,0.00,0.00,0.65,0,0,0,-0.12,0,,43.1
1709,5,188.76,-2.19,48.51,1.94,-1.16,-2.34,0.50,0,0.41,0.00,0.00,0.70,0,0,0,0.88,0,,42.1
1710,5,188.70,-2.27,48.35,1.93,-1.07,-2.42,-0.82,0,0.00,0.88,0.20,0.00,0,0,0,-0.12,0,,42.1
1711,5,188.63,-2.33,48.19,1.83,-0.90,-2.49,-2.08,0,0.11,0.00,0.00,0.91,0,0,0,-0.12,0,,42.1
1712,5,188.57,-2.38,48.04,1.66,-0.76,-2.60,-3.34,0,0.00,0.89,0.13,0.00,0,0,0,-0.53,0,,42.5
1713,5,188.50,-2.44,47.86,1.39,-0.98,-2.66,-4.66,0,0.25,0.00,0.84,0.00,0,0,0,-0.12,0,,42.5
1714,5,188.44,-2.50,47.70,1.06,-0.92,-2.51,-5.92,0,0.59,0.00,0.00,0.67,0,0,0,-0.12,0,,42.5
1715,5,188.38,-2.55,47.54,0.64,-0.72,-2.50,-7.18,0,0.00,0.59,0.00,0.63,0,0,0,-0.12,0,,42.5
1716,5,188.31,-2.47,47.50,0.74,1.44,-0.27,2.58,0,0.03,0.00,0.83,0.00,0,0,0,-0.12,0,,42.5
1717,5,188.25,-2.39,47.48,0.86,1.39,-0.19,1.32,0,0.58,0.00,0.00,0.69,0,0,0,-0.12,0,,42.5
1718,5,188.19,-2.30,47.47,0.90,1.25,-0.18,0.06,0,0.00,0.18,0.87,0.00,0,0,0,-0.12,0,,42.5
1719,5,188.12,-2.22,47.46,0.86,1.19,-0.32,-1.26,1,0.00,0.68,0.00,0.63,0,0,0,-0.02,0,,42.5
1720,5,188.06,-2.15,47.43,0.74,1.23,-0.56,-2.52,0,0.00,0.85,0.37,0.00,1,0,0,-0.12,0,,42.5
1721,5,188.00,-2.08,47.38,0.58,-0.04,-2.06,1.64,0,0.00,0.52,0.00,0.74,0,0,0,-1.12,0,,43.5
1722,5,187.93,-2.08,47.23,0.64,0.05,-2.29,0.32,0,0.00,0.86,0.17,0.00,1,0,0,-0.12,0,,43.5
1723,5,187.87,-2.08,47.08,0.62,-0.04,-2.56,-0.94,0,0.00,0.84,0.36,0.00,0,0,0,-0.53,0,,43.9
1724,5,187.80,-2.07,46.90,0.58,0.30,-3.25,0.36,0,0.21,0.00,0.00,0.88,0,0,0,-0.12,0,,43.9
1725,5,187.74,-2.05,46.68,0.63,0.28,-3.47,7.32,0,0.00,0.64,0.56,0.00,1,0,0,-0.12,0,,43.9
1726,5,187.67,-2.03,46.46,1.05,0.31,-3.55,6.06,0,0.25,0.00,0.00,0.87,1,0,0,-0.12,0,,43.9
1727,5,187.61,-2.01,46.24,1.39,0.54,-3.43,4.80,0,0.54,0.00,0.00,0.72,0,0,0,-0.12,0,,43.9
1728,5,187.54,-1.97,46.02,1.66,0.56,-3.27,3.48,0,0.55,0.00,0.72,0.00,0,0,0,-0.53,0,,44.3
1729,5,187.48,-1.94,45.81,1.84,0.52,-3.29,2.22,0,0.00,0.67,0.00,0.59,1,0,0,-0.12,0,,44.3
1730,5,187.42,-1.90,45.60,1.94,0.53,-3.33,0.96,0,0.69,0.00,0.57,0.00,0,0,0,-0.12,0,,44.3
1731,5,187.35,-1.87,45.39,1.96,0.31,-3.13,-0.36,0,0.57,0.00,0.72,0.00,0,0,0,-0.12,0,,44.3
1732,5,187.29,-1.86,45.20,1.89,0.29,-3.11,-1.62,0,0.00,0.47,0.00,0.73,1,0,0,-0.12,0,,44.3
1733,5,187.23,-1.83,44.99,1.75,0.31,-3.27,-2.88,0,0.00,0.49,0.73,0.00,1,0,0,-0.53,0,,44.7
1734,5,187.16,-1.82,44.78,1.51,0.16,-3.22,-4.20,0,1.00,0.00,0.09,0.00,1,1,0,-0.12,0,,44.7
1735,5,187.10,-1.81,44.58,1.21,0.13,-2.93,-5.46,0,1.00,0.00,0.05,0.00,0,1,0,-0.12,0,,44.7
1736,5,187.03,-1.81,44.41,0.82,0.05,-2.66,-6.72,0,0.80,0.00,0.45,0.00,1,0,0,-0.12,0,,44.7
1737,5,186.97,-1.83,44.35,0.78,-0.82,1.05,6.90,0,1.00,0.00,0.02,0.00,1,1,0,-0.12,0,,44.7
1738,5,186.91,-1.88,44.42,1.17,-0.75,1.09,5.64,0,0.00,0.72,0.00,0.57,1,0,0,-0.12,0,,44.7
1739,5,186.84,-1.92,44.48,1.49,-0.65,0.83,4.38,0,0.00,0.90,0.00,0.03,0,0,0,-0.12,0,,44.7
1740,5,186.78,-1.97,44.52,1.73,-0.79,0.63,3.06,0,0.00,0.21,0.90,0.00,0,0,0,-0.12,0,,44.7
1741,5,186.71,-2.03,44.56,1.88,-1.04,0.48,1.80,0,0.00,0.66,0.58,0.00,0,0,0,-0.12,0,,44.7
1742,5,186.65,-2.10,44.58,1.95,-1.03,0.35,0.54,0,0.00,0.02,0.00,0.90,0,0,0,-0.12,0,,44.7
1743,5,186.59,-2.16,44.61,1.94,-0.94,0.45,-0.78,0,0.79,0.00,0.41,0.00,0,0,0,0.88,0,,43.7
1744,5,186.52,-2.22,44.64,1.85,-0.91,0.62,-2.04,0,0.36,0.00,0.00,0.73,0,0,0,-0.12,0,,43.7
1745,5,186.46,-2.27,44.68,1.68,-0.79,0.47,-3.30,0,0.00,0.81,0.00,0.31,1,0,0,-0.12,0,,43.7
1746,5,186.39,-2.32,44.71,1.42,-0.75,0.58,-4.62,0,0.93,0.00,0.00,0.11,0,0,0,-0.12,0,,43.7
1747,5,186.33,-2.37,44.75,1.09,-0.85,0.63,-5.88,0,0.00,0.59,0.70,0.00,0,0,0,-0.12,0,,43.7
1748,5,186.27,-2.43,44.78,0.67,-1.08,0.44,-7.14,0,0.00,0.55,0.65,0.00,1,0,0,-0.12,0,,43.7
1749,5,186.20,-2.50,44.65,0.92,-0.90,-2.76,6.47,0,0.00,0.87,0.00,0.29,0,0,0,-0.12,0,,43.7
1750,5,186.14,-2.55,44.47,1.29,-0.75,-2.98,5.21,0,0.00,0.46,0.00,0.73,0,0,0,-0.12,0,,43.7
1751,5,186.07,-2.59,44.28,1.57,-0.53,-3.13,3.95,0,0.00,0.48,0.00,0.75,0,0,0,-0.12,0,,43.7
1752,5,186.01,-2.61,44.07,1.79,-0.29,-3.19,2.63,0,0.28,0.00,0.00,0.75,0,0,0,-0.53,0,,44.1
1753,5,185.95,-2.63,43.87,1.91,-0.31,-3.10,1.37,0,0.32,0.00,0.83,0.00,0,0,0,-0.12,0,,44.1
1754,5,185.88,-2.66,43.68,1.96,-0.53,-2.95,0.11,0,0.74,0.00,0.47,0.00,1,0,0,-0.12,0,,44.1
1755,5,185.82,-2.70,43.49,1.92,-0.51,-2.77,-1.21,0,0.38,0.00,0.00,0.78,0,0,0,-0.12,0,,44.1
1756,5,185.75,-2.72,43.32,1.80,-0.26,-2.72,-2.47,0,0.00,0.06,0.00,0.86,0,0,0,-0.12,0,,44.1
1757,5,185.69,-2.73,43.15,1.61,-0.23,-2.80,-3.73,0,0.00,0.48,0.78,0.00,0,0,0,-0.12,0,,44.1
1758,5,185.62,-2.75,42.96,1.31,-0.29,-2.78,-5.05,0,0.73,0.00,0.00,0.59,0,0,0,-0.53,0,,44.6
1759,5,185.56,-2.77,42.79,0.96,-0.19,-2.53,-6.31,0,0.99,0.00,0.00,0.10,0,1,0,-0.12,0,,44.6
1760,5,185.50,-2.77,42.66,0.59,1.03,0.98,3.59,0,0.00,0.73,0.00,0.57,0,0,0,-0.12,0,,44.6
1761,5,185.43,-2.70,42.72,0.78,1.11,0.71,2.27,0,0.00,0.88,0.15,0.00,0,0,0,-0.12,0,,44.6
1762,5,185.37,-2.63,42.75,0.88,1.01,0.44,1.01,0,0.00,0.73,0.44,0.00,0,0,0,-0.12,0,,44.6
1763,5,185.31,-2.57,42.78,0.90,0.96,0.57,-0.25,0,0.92,0.00,0.01,0.00,0,0,0,-0.12,0,,44.6
1764,5,185.24,-2.50,42.83,0.84,0.92,0.86,-1.57,1,0.90,0.00,0.16,0.00,0,0,0,-0.02,0,,44.6
1765,5,185.18,-2.45,42.89,0.70,0.88,1.13,-2.83,0,0.88,0.00,0.05,0.00,0,0,0,-0.12,0,,44.6
1766,5,185.12,-2.42,42.94,0.60,-0.24,-0.24,1.38,0,0.00,0.00,0.91,0.00,0,0,0,-0.12,0,,44.6
1767,5,185.05,-2.44,42.92,0.64,-0.29,-0.19,0.06,0,0.42,0.00,0.00,0.77,0,0,0,-0.12,0,,44.6
1768,5,184.99,-2.45,42.91,0.61,-0.26,-0.23,-1.20,1,0.00,0.64,0.62,0.00,1,0,0,-0.02,0,,44.6
1769,5,184.92,-2.47,42.91,0.82,-0.31,0.19,6.76,0,0.00,0.64,0.69,0.00,1,0,0,-0.12,0,,44.6
1770,5,184.86,-2.49,42.93,1.22,-0.29,0.29,5.44,0,0.80,0.00,0.00,0.50,0,0,0,-0.12,0,,44.6
1771,5,184.79,-2.51,42.95,1.52,-0.12,0.49,4.18,0,0.61,0.00,0.00,0.72,0,0,0,-0.12,0,,44.6
1772,5,184.73,-2.51,42.99,1.74,-0.12,0.54,2.92,0,0.00,0.31,0.89,0.00,0,0,0,-0.12,0,,44.6
1773,5,184.66,-2.53,43.02,1.89,-0.31,0.34,1.60,0,0.00,0.93,0.11,0.00,0,0,0,-0.12,0,,44.6
1774,5,184.60,-2.55,43.03,1.94,-0.46,0.21,0.34,0,0.24,0.00,0.82,0.00,0,0,0,-0.12,0,,44.6
1775,5,184.54,-2.59,43.05,1.92,-0.69,0.33,-0.92,0,0.69,0.00,0.55,0.00,0,0,0,-0.12,0,,44.6
1776,5,184.47,-2.64,43.07,1.82,-0.77,0.31,-2.24,0,0.00,0.83,0.00,0.19,1,0,0,-0.12,0,,44.6
1777,5,184.41,-2.69,43.08,1.63,-0.84,0.06,-3.50,0,0.00,0.65,0.67,0.00,0,0,0,-0.12,0,,44.6
1778,5,184.35,-2.75,43.08,1.37,-1.08,-0.10,-4.76,0,0.00,0.27,0.85,0.00,0,0,0,-0.12,0,,44.6
1779,5,184.28,-2.83,43.07,1.01,-1.16,-0.27,-6.08,0,0.00,0.74,0.00,0.52,0,0,0,-0.12,0,,44.6
1780,5,184.22,-2.90,43.05,0.59,-1.19,-0.32,-7.34,0,0.53,0.00,0.65,0.00,0,0,0,-0.12,0,,44.6
1781,5,184.16,-3.05,42.95,0.75,-2.63,-1.67,2.47,0,0.00,0.00,0.94,0.00,0,0,0,-0.12,0,,44.6
1782,5,184.09,-3.23,42.83,0.86,-2.68,-1.74,1.15,0,0.00,0.34,0.00,0.82,0,0,0,0.88,0,,43.6
1783,5,184.03,-3.39,42.72,0.89,-2.50,-1.93,-0.11,0,0.00,0.84,0.00,0.34,0,0,0,-0.12,0,,43.6
1784,5,183.96,-3.55,42.59,0.85,-2.63,-2.17,-1.37,1,0.00,0.63,0.67,0.00,0,0,0,-0.02,0,,43.6
1785,5,183.90,-3.73,42.44,0.71,-2.71,-2.16,-2.69,0,0.88,0.00,0.00,0.34,0,0,0,-0.12,0,,43.6
1786,5,183.83,-3.88,42.33,0.59,-1.75,-0.83,1.43,0,0.56,0.00,0.70,0.00,0,0,0,-0.12,0,,43.6
1787,5,183.77,-4.00,42.28,0.64,-2.00,-0.81,0.17,0,0.00,0.44,0.82,0.00,0,0,0,-0.12,0,,43.6
1788,5,183.71,-4.14,42.22,0.61,-2.14,-1.04,-1.15,1,0.00,0.92,0.00,0.17,1,0,0,0.98,0,,42.6
1789,5,183.64,-4.30,42.13,0.81,-2.70,-1.68,6.78,0,0.86,0.00,0.00,0.18,1,0,0,-0.12,0,,42.6
1790,5,183.58,-4.46,42.03,1.20,-2.59,-1.46,5.52,0,0.61,0.00,0.00,0.64,0,0,0,-0.53,0,,43.0
1791,5,183.51,-4.63,41.94,1.52,-2.56,-1.27,4.20,0,0.68,0.00,0.51,0.00,1,0,0,-0.12,0,,43.0
1792,5,183.45,-4.80,41.87,1.74,-2.82,-1.20,2.94,0,0.10,0.00,0.88,0.00,0,0,0,-0.12,0,,43.0
1793,5,183.39,-4.98,41.79,1.88,-2.91,-1.11,1.68,0,0.60,0.00,0.00,0.63,0,0,0,-0.12,0,,43.0
1794,5,183.32,-5.17,41.73,1.95,-2.69,-0.98,0.36,0,0.35,0.00,0.00,0.72,0,0,0,0.88,0,,42.0
1795,5,183.26,-5.33,41.67,1.93,-2.65,-0.82,-0.90,0,0.80,0.00,0.46,0.00,0,0,0,-0.12,0,,42.0
1796,5,183.19,-5.51,41.62,1.83,-2.86,-0.67,-2.16,0,0.08,0.00,0.83,0.00,0,0,0,-0.12,0,,42.0
1797,5,183.13,-5.70,41.58,1.64,-3.08,-0.79,-3.48,0,0.00,0.83,0.41,0.00,0,0,0,-0.12,0,,42.0
1798,5,183.07,-5.90,41.52,1.38,-3.06,-1.04,-4.74,0,0.00,0.65,0.00,0.64,0,0,0,-0.12,0,,42.0
1799,5,183.00,-6.08,41.45,1.04,-2.86,-1.10,-6.00,0,0.53,0.00,0.00,0.66,0,0,0,-0.12,0,,42.0
1800,5,182.94,-6.27,41.38,0.60,-2.91,-0.86,-7.32,0,0.81,0.00,0.46,0.00,1,0,0,0.88,0,,41.0
1801,5,182.87,-6.40,41.43,0.96,-1.92,0.82,6.33,0,0.00,0.94,0.00,0.13,0,0,0,-0.12,0,,41.0
1802,5,182.81,-6.52,41.47,1.32,-1.91,0.51,5.07,0,0.00,0.89,0.05,0.00,0,0,0,-0.12,0,,41.0
1803,5,182.75,-6.64,41.51,1.61,-1.87,0.60,3.75,0,0.83,0.00,0.00,0.19,0,0,0,-0.12,0,,41.0
1804,5,182.68,-6.76,41.55,1.80,-1.80,0.85,2.49,0,0.82,0.00,0.00,0.30,0,0,0,-0.12,0,,41.0
1805,5,182.62,-6.88,41.61,1.92,-1.96,0.95,1.23,0,0.18,0.00,0.77,0.00,0,0,0,-0.12,0,,41.0
1806,5,182.55,-7.01,41.67,1.95,-2.19,0.86,-0.09,0,0.00,0.69,0.55,0.00,0,0,0,-0.12,0,,41.0
1807,5,182.49,-7.16,41.72,1.91,-2.42,0.68,-1.35,0,0.00,0.36,0.82,0.00,0,0,0,0.88,0,,40.0
1808,5,182.43,-7.32,41.76,1.78,-2.45,0.57,-2.61,0,0.00,0.27,0.00,0.96,0,1,0,-0.12,0,,40.0
1809,5,182.36,-7.47,41.80,1.56,-2.17,0.59,-3.93,0,0.50,0.00,0.00,0.76,0,0,0,-0.12,0,,40.0
1810,5,182.30,-7.60,41.84,1.27,-1.92,0.62,-5.19,0,0.00,0.37,0.00,0.83,1,0,0,-0.12,0,,40.0
1811,5,182.24,-7.71,41.87,0.90,-1.88,0.58,-6.45,0,0.28,0.00,0.81,0.00,0,0,0,-0.12,0,,40.0
1812,5,182.17,-7.84,41.88,0.62,-1.83,-1.04,3.34,0,0.00,0.83,0.00,0.39,0,0,0,-0.12,0,,40.0
1813,5,182.11,-7.95,41.81,0.79,-1.84,-1.30,2.08,0,0.00,0.78,0.38,0.00,0,0,0,-0.12,0,,40.0
1814,5,182.04,-8.07,41.72,0.88,-1.97,-1.34,0.82,0,0.83,0.00,0.36,0.00,0,0,0,-0.12,0,,40.0
1815,5,181.98,-8.21,41.64,0.89,-2.12,-1.10,-0.50,0,0.63,0.00,0.51,0.00,0,0,0,0.88,0,,39.0
1816,5,181.91,-8.35,41.58,0.82,-2.32,-0.91,-1.76,0,0.58,0.00,0.72,0.00,0,0,0,-0.12,0,,39.0
1817,5,181.85,-8.50,41.53,0.67,-2.45,-0.69,-3.02,0,0.92,0.00,0.00,0.11,0,0,0,-0.12,0,,39.0
1818,5,181.78,-8.68,41.55,0.61,-2.89,1.09,1.06,0,0.00,0.73,0.58,0.00,1,0,0,-0.12,0,,39.0
1819,5,181.72,-8.86,41.62,0.64,-3.02,1.10,-0.20,0,0.90,0.00,0.18,0.00,0,0,0,-0.12,0,,39.0
1820,5,181.66,-9.05,41.69,0.59,-2.96,1.33,-1.46,1,0.56,0.00,0.00,0.70,0,0,0,-0.02,0,,39.0
1821,5,181.59,-9.26,41.79,0.56,-3.16,1.51,0.00,0,0.62,0.00,0.62,0.00,0,0,0,0.88,0,,38.0
1822,5,181.53,-9.47,41.89,0.78,-3.30,1.62,6.86,1,0.00,0.77,0.00,0.56,1,0,0,-0.02,0,,38.0
1823,5,181.47,-9.67,41.99,1.17,-3.11,1.55,5.60,0,0.60,0.00,0.00,0.70,1,0,0,-0.12,0,,38.0
1824,5,181.40,-9.87,42.10,1.49,-2.92,1.76,4.28,0,0.72,0.00,0.00,0.56,0,0,0,-0.12,0,,38.0
1825,5,181.34,-10.04,42.21,1.72,-2.73,1.93,3.02,0,0.48,0.00,0.00,0.71,0,0,0,0.29,0,,37.6
1826,5,181.28,-10.21,42.34,1.87,-2.50,1.95,1.76,0,0.00,0.43,0.00,0.78,0,0,0,0.88,0,,36.6
1827,5,181.21,-10.37,42.46,1.94,-2.48,1.95,0.44,0,0.54,0.00,0.73,0.00,0,0,0,-0.12,0,,36.6
1828,5,181.15,-10.53,42.59,1.93,-2.73,1.96,-0.82,0,0.00,0.45,0.77,0.00,0,0,0,-0.12,0,,36.6
1829,5,181.08,-10.71,42.71,1.83,-2.86,1.75,-2.08,0,0.00,0.83,0.00,0.16,0,0,0,-0.12,0,,36.6
1830,5,181.02,-10.90,42.82,1.65,-2.71,1.65,-3.40,0,0.39,0.00,0.00,0.85,1,0,0,-0.12,0,,36.6
1831,5,180.95,-11.06,42.92,1.39,-2.45,1.69,-4.66,0,0.00,0.10,0.00,0.93,0,0,0,-0.12,0,,36.6
1832,5,180.89,-11.21,43.03,1.06,-2.39,1.59,-5.92,0,0.00,0.52,0.70,0.00,1,0,0,0.88,0,,35.6
1833,5,180.82,-11.37,43.13,0.62,-2.42,1.57,-7.24,0,0.56,0.00,0.00,0.73,0,0,0,0.29,0,,35.1
1834,5,180.76,-11.37,43.17,0.74,0.37,0.58,2.58,0,0.42,0.00,0.00,0.72,0,0,0,-0.12,0,,35.1
1835,5,180.70,-11.34,43.21,0.86,0.58,0.49,1.32,0,0.00,0.52,0.00,0.75,1,0,0,-0.12,0,,35.1
1836,5,180.63,-11.31,43.23,0.90,0.49,0.32,0.00,0,0.00,0.45,0.74,0.00,0,0,0,-0.12,0,,35.1
1837,5,180.57,-11.28,43.25,0.86,0.21,0.23,-1.26,1,0.00,0.03,0.95,0.00,0,0,0,-0.02,0,,35.1
1838,5,180.51,-11.28,43.26,0.74,0.13,0.28,-2.52,0,0.52,0.00,0.00,0.76,1,0,0,-0.12,0,,35.1
1839,5,180.44,-11.29,43.28,0.58,-1.70,0.36,1.58,0,0.00,0.70,0.56,0.00,0,0,0,-0.12,0,,35.1
1840,5,180.38,-11.40,43.30,0.64,-1.93,0.26,0.32,0,0.22,0.00,0.91,0.00,1,0,0,-0.12,0,,35.1
