update,total_steps,episodes,avg_reward,policy_loss,value_loss,entropy
55506,113612831,5314,12973.1629,-0.001989,4.598978,2.909616
55507,113614879,5314,12973.1629,0.002837,2.991289,2.909663
55508,113616927,5314,12973.1629,-0.001780,2.767096,2.909638
55509,113618975,5314,12973.1629,-0.000831,5.769525,2.909765
55510,113621023,5314,12973.1629,0.000977,3.845836,2.910102
55511,113623071,5314,12973.1629,-0.000993,3.709529,2.910040
55512,113625119,5314,12973.1629,-0.000917,4.051118,2.909615
55513,113627167,5314,12973.1629,-0.001329,5.632003,2.908916
55514,113629215,5314,12973.1629,-0.002909,4.196645,2.909466
55515,113631263,5314,12973.1629,-0.002059,4.515082,2.910737
55516,113633311,5314,12973.1629,0.000432,5.395665,2.911050
55517,113635359,5314,12973.1629,-0.001437,3.076423,2.910393
55518,113637407,5314,12973.1629,-0.000393,3.746316,2.910329
55519,113639455,5314,12973.1629,-0.001862,2.618808,2.910026
55520,113641503,5314,12973.1629,-0.000471,2.976224,2.910467
55521,113643551,5314,12973.1629,-0.000850,6.785699,2.910433
55522,113645599,5314,12973.1629,-0.001549,6.446268,2.910230
55523,113647647,5314,12973.1629,-0.002593,5.428877,2.910284
55524,113649695,5314,12973.1629,-0.001014,4.485116,2.910726
55525,113651743,5314,12973.1629,-0.001803,4.182643,2.910594
55526,113653791,5314,12973.1629,-0.002944,4.472525,2.911148
55527,113655839,5314,12973.1629,-0.002438,3.133091,2.911239
55528,113657887,5314,12973.1629,-0.000139,1.750326,2.912456
55529,113659935,5314,12973.1629,-0.001600,1.954810,2.912549
55530,113661983,5314,12973.1629,-0.003695,2.606818,2.912057
55531,113664031,5314,12973.1629,-0.002894,3.823270,2.911496
55532,113666079,5314,12973.1629,-0.000075,3.286169,2.910393
55533,113668127,5314,12973.1629,-0.002467,3.460503,2.909525
55534,113670175,5314,12973.1629,-0.000596,4.387230,2.909462
55535,113672223,5314,12973.1629,-0.000351,5.188111,2.909060
55536,113674271,5314,12973.1629,-0.000998,1.906445,2.908333
55537,113676319,5314,12973.1629,-0.002287,2.709402,2.908201
55538,113678367,5314,12973.1629,-0.002145,0.987399,2.908484
55539,113680415,5314,12973.1629,-0.001263,1.101062,2.908800
55540,113682463,5314,12973.1629,-0.002866,4.896629,2.908412
55541,113684511,5314,12973.1629,-0.002011,2.080184,2.908918
55542,113686559,5314,12973.1629,-0.001124,5.347814,2.909338
55543,113688607,5314,12973.1629,-0.001806,1.822725,2.909698
55544,113690655,5314,12973.1629,-0.001126,4.151569,2.909005
55545,113692703,5314,12973.1629,-0.002118,3.242026,2.908503
55546,113694751,5314,12973.1629,-0.003669,4.530328,2.908389
55547,113696799,5314,12973.1629,-0.001598,2.666047,2.908660
55548,113698847,5314,12973.1629,-0.000072,2.282838,2.909353
55549,113700895,5314,12973.1629,-0.000576,4.622084,2.909753
55550,113702943,5314,12973.1629,-0.002552,2.738829,2.910111
55551,113704991,5314,12973.1629,-0.003155,4.466424,2.909983
55552,113707039,5314,12973.1629,-0.002726,6.624427,2.909530
55553,113709087,5314,12973.1629,-0.000382,2.692845,2.909939
55554,113711135,5314,12973.1629,-0.001969,3.017380,2.910310
55555,113713183,5314,12973.1629,-0.003380,1.797673,2.910587
55556,113715231,5314,12973.1629,-0.004234,3.465709,2.910671
55557,113717279,5314,12973.1629,-0.002303,4.208783,2.911367
55558,113719327,5314,12973.1629,-0.004263,3.311261,2.911570
55559,113721375,5314,12973.1629,0.000682,3.382285,2.910998
55560,113723423,5314,12973.1629,-0.000507,3.607818,2.910420
55561,113725471,5314,12973.1629,-0.002949,3.265834,2.909737
55562,113727519,5314,12973.1629,-0.001146,4.742204,2.908692
55563,113729567,5314,12973.1629,-0.002475,3.183515,2.909047
55564,113731615,5314,12973.1629,-0.001516,3.888874,2.909024
55565,113733663,5314,12973.1629,-0.001807,3.024631,2.908846
55566,113735711,5314,12973.1629,-0.000818,3.143482,2.909070
55567,113737759,5314,12973.1629,-0.002945,6.644838,2.909310
55568,113739807,5314,12973.1629,-0.003274,7.223643,2.909797
55569,113741855,5314,12973.1629,-0.000855,3.528308,2.910619
55570,113743903,5314,12973.1629,0.001024,1.332930,2.910900
55571,113745951,5314,12973.1629,-0.002144,5.513873,2.911094
55572,113747999,5314,12973.1629,-0.001945,3.469590,2.911206
55573,113750047,5314,12973.1629,-0.002117,4.829560,2.910899
55574,113752095,5314,12973.1629,-0.001170,5.642420,2.910592
55575,113754143,5314,12973.1629,-0.001121,3.789806,2.910978
55576,113756191,5314,12973.1629,-0.000662,3.032094,2.911022
55577,113758239,5314,12973.1629,-0.001347,1.974221,2.910882
55578,113760287,5314,12973.1629,-0.002075,3.030768,2.911561
55579,113762335,5314,12973.1629,-0.003083,3.373009,2.912088
55580,113764383,5314,12973.1629,-0.002526,3.606073,2.912004
55581,113766431,5314,12973.1629,-0.000709,2.310428,2.911494
55582,113768479,5314,12973.1629,-0.004172,2.148856,2.911475
55583,113770527,5314,12973.1629,-0.003034,3.215395,2.911773
55584,113772575,5314,12973.1629,-0.001784,0.743583,2.912506
