update,total_steps,episodes,avg_reward,policy_loss,value_loss,entropy
83843,191998746,12157,16317.2203,-0.006004,0.022884,0.499797
83844,192006936,12158,16307.7155,-0.003591,0.011948,0.500110
83845,192015126,12159,16341.6098,-0.004204,0.015036,0.500083
83846,192023318,12159,16341.6098,-0.007447,0.024684,0.499790
83847,192031508,12160,16312.7795,-0.006889,0.029680,0.500153
83848,192039698,12161,16318.7083,-0.005480,0.021248,0.500797
83849,192047889,12162,16333.8825,-0.006017,0.010479,0.500915
83850,192056081,12162,16333.8825,-0.005573,0.025507,0.500839
83851,192064271,12163,16331.0233,-0.000878,0.019827,0.500921
83852,192072461,12164,16313.9354,-0.004766,0.016496,0.501159
83853,192080652,12165,16261.2991,-0.001806,0.027863,0.501613
83854,192088844,12165,16261.2991,-0.003676,0.015545,0.501634
83855,192097035,12166,16237.3701,-0.005979,0.021053,0.501747
83856,192105226,12167,16220.4105,-0.003201,0.011824,0.501595
83857,192113418,12167,16220.4105,-0.004773,0.022124,0.501348
83858,192121609,12168,16204.2512,-0.005168,0.015675,0.501379
83859,192129800,12169,16235.1727,-0.003335,0.013040,0.502035
83860,192137991,12170,16252.7202,-0.003254,0.015252,0.502140
83861,192146183,12170,16252.7202,-0.005019,0.010720,0.502321
83862,192154374,12171,16251.3313,-0.003912,0.014850,0.502419
83863,192162565,12172,16252.2905,-0.002962,0.015166,0.502703
83864,192170757,12172,16252.2905,-0.003909,0.012011,0.502827
83865,192178948,12173,16308.8108,-0.003920,0.007682,0.502701
83866,192187139,12174,16341.3866,-0.004383,0.016054,0.502657
83867,192195330,12175,16307.5475,-0.005049,0.036214,0.502645
83868,192203522,12175,16307.5475,-0.005200,0.006654,0.502524
83869,192211712,12176,16311.7768,-0.005759,0.018097,0.502506
83870,192219903,12177,16283.6546,-0.003293,0.013975,0.502231
83871,192228095,12177,16283.6546,-0.004185,0.019738,0.502158
83872,192236286,12178,16319.3521,-0.003569,0.017102,0.502560
83873,192244477,12179,16309.7412,-0.000217,0.037740,0.502960
83874,192252668,12180,16334.5532,-0.006129,0.009867,0.502891
83875,192260860,12180,16334.5532,-0.001709,0.017236,0.502411
83876,192269051,12181,16325.2223,-0.002437,0.010526,0.502038
83877,192277242,12182,16328.9276,-0.003541,0.007964,0.502032
83878,192285433,12183,16366.9933,-0.004244,0.006844,0.501953
83879,192293625,12183,16366.9933,-0.004397,0.013307,0.502083
83880,192301815,12184,16394.0911,-0.002835,0.010944,0.502520
83881,192310006,12185,16395.0780,-0.003558,0.019469,0.502974
83882,192318198,12185,16395.0780,-0.003662,0.009061,0.503401
83883,192326388,12186,16432.0250,-0.005485,0.012098,0.503595
83884,192334579,12187,16394.5906,-0.005268,0.013490,0.503797
83885,192342769,12188,16413.2385,-0.005788,0.023495,0.503724
83886,192350961,12188,16413.2385,-0.002574,0.016889,0.503808
83887,192359152,12189,16404.9773,-0.005955,0.016630,0.504011
83888,192367343,12190,16432.9518,-0.006774,0.012528,0.503933
83889,192375535,12190,16432.9518,-0.001799,0.014233,0.503829
83890,192383726,12191,16399.0884,-0.001421,0.017518,0.503606
83891,192391917,12192,16401.7903,-0.004547,0.007763,0.503532
83892,192400107,12193,16379.3783,-0.006017,0.015193,0.503682
83893,192408299,12193,16379.3783,-0.000913,0.034454,0.503685
83894,192416490,12194,16304.3728,-0.001985,0.022266,0.503472
83895,192424681,12195,16323.2339,-0.002841,0.014476,0.503586
83896,192432873,12195,16323.2339,-0.002361,0.022322,0.503803
83897,192441064,12196,16340.6327,-0.003273,0.012584,0.503989
83898,192449255,12197,16314.1837,-0.003461,0.019124,0.504272
83899,192457446,12198,16301.6291,-0.002376,0.028340,0.504364
83900,192465638,12198,16301.6291,-0.004152,0.007818,0.504206
83901,192473829,12199,16351.4793,-0.001769,0.011588,0.503856
83902,192482019,12200,16353.4447,-0.001933,0.023395,0.504051
83903,192490210,12201,16321.9246,-0.005206,0.028353,0.504507
83904,192498402,12201,16321.9246,-0.006158,0.012214,0.504572
83905,192506593,12202,16388.3450,-0.006782,0.013154,0.504523
83906,192514783,12203,16387.6677,-0.004685,0.015623,0.504775
83907,192522975,12203,16387.6677,-0.004413,0.011620,0.505011
83908,192531166,12204,16328.7194,-0.002201,0.024926,0.504969
83909,192539357,12205,16321.9297,-0.002902,0.018435,0.504967
83910,192547547,12206,16310.3848,-0.003231,0.016076,0.505152
83911,192555739,12206,16310.3848,-0.007595,0.016081,0.504828
83912,192563930,12207,16312.3003,-0.004822,0.014658,0.504727
83913,192572121,12208,16327.1483,-0.004549,0.031891,0.504599
83914,192580313,12208,16327.1483,-0.004041,0.017296,0.504194
83915,192588503,12209,16328.4008,-0.005995,0.014747,0.504199
83916,192596693,12210,16313.8084,-0.004060,0.022076,0.504282
83917,192604884,12211,16296.4429,-0.002044,0.020520,0.504228
83918,192613076,12211,16296.4429,-0.006671,0.019448,0.504188
83919,192621266,12212,16293.8549,-0.006552,0.017420,0.504490
83920,192629457,12213,16304.7234,-0.004342,0.011951,0.504706
83921,192637649,12213,16304.7234,-0.002846,0.017272,0.504812
83922,192645839,12214,16286.0843,-0.004323,0.016493,0.504678
83923,192654029,12215,16228.8629,-0.002415,0.019161,0.504732
83924,192662220,12216,16244.6185,-0.007257,0.011079,0.505146
83925,192670412,12216,16244.6185,-0.002599,0.020922,0.505385
83926,192678603,12217,16271.8834,-0.005311,0.028857,0.505291
83927,192686794,12218,16212.5805,-0.006115,0.027960,0.505342
83928,192694985,12219,16287.7074,-0.004894,0.012634,0.505317
83929,192703177,12219,16287.7074,-0.002968,0.010590,0.505258
83930,192711368,12220,16249.0352,0.000001,0.032780,0.505317
83931,192719559,12221,16220.8328,-0.002599,0.029025,0.505455
83932,192727751,12221,16220.8328,-0.004201,0.017321,0.505307
83933,192735942,12222,16243.0646,0.001188,0.023881,0.505311
83934,192744132,12223,16187.9474,-0.000657,0.037910,0.505502
83935,192752323,12224,16174.1281,-0.000702,0.025403,0.505544
83936,192760515,12224,16174.1281,-0.003953,0.020701,0.505605
83937,192768706,12225,16175.8019,-0.006149,0.016855,0.505661
83938,192776897,12226,16174.2906,-0.001860,0.021266,0.505728
83939,192785089,12226,16174.2906,-0.005331,0.016251,0.505563
83940,192793280,12227,16154.1083,-0.005733,0.032148,0.505500
83941,192801471,12228,16120.6830,-0.001091,0.022101,0.505576
83942,192809661,12229,16116.6479,-0.002056,0.029488,0.505537
83943,192817853,12229,16116.6479,-0.004359,0.037005,0.505737
83944,192826043,12230,16051.6189,-0.004156,0.054030,0.505966
83945,192834233,12231,16046.0862,-0.003967,0.020348,0.505958
83946,192842425,12231,16046.0862,-0.006263,0.018149,0.505980
83947,192850616,12232,16029.0722,-0.002302,0.013776,0.506062
83948,192858807,12233,16066.7300,-0.005769,0.019361,0.505988
83949,192866998,12234,16075.4978,-0.003749,0.022253,0.505725
83950,192875190,12234,16075.4978,-0.004569,0.016099,0.505662
83951,192883381,12235,16062.6503,-0.005760,0.016130,0.505449
83952,192891571,12236,16100.9583,-0.004709,0.011672,0.505212
83953,192899762,12237,16091.1522,-0.002064,0.032062,0.505225
83954,192907954,12237,16091.1522,-0.005092,0.019194,0.504999
83955,192916144,12238,16062.8924,-0.006367,0.018260,0.504728
83956,192924335,12239,16041.8112,-0.004962,0.033637,0.504689
83957,192932527,12239,16041.8112,-0.006037,0.021839,0.504709
83958,192940718,12240,15966.7780,-0.006368,0.029815,0.504882
83959,192948909,12241,15975.0223,-0.006982,0.014898,0.505291
83960,192957099,12242,15994.0433,-0.005318,0.015375,0.505452
83961,192965291,12242,15994.0433,-0.006489,0.027125,0.505272
83962,192973482,12243,15934.8256,-0.002466,0.033187,0.504865
83963,192981672,12244,15905.1373,0.013426,0.024868,0.504349
83964,192989864,12244,15905.1373,-0.002639,0.018738,0.504103
83965,192998055,12245,15853.9424,-0.003962,0.018156,0.504199
83966,193006245,12246,15825.8477,-0.002652,0.010745,0.504148
83967,193014436,12247,15791.8755,-0.003521,0.019659,0.504065
83968,193022628,12247,15791.8755,-0.005672,0.018341,0.503976
83969,193030819,12248,15782.4330,-0.004227,0.012189,0.504436
83970,193039010,12249,15749.5339,-0.005528,0.020592,0.504585
83971,193047202,12249,15749.5339,-0.003734,0.018139,0.504710
83972,193055393,12250,15717.5579,-0.004674,0.024012,0.504710
83973,193063584,12251,15739.4663,-0.004528,0.029248,0.504641
83974,193071775,12252,15686.0146,-0.004536,0.029746,0.504546
83975,193079967,12252,15686.0146,-0.000581,0.024536,0.504012
83976,193088158,12253,15613.5751,-0.002302,0.035748,0.503667
83977,193096348,12254,15628.0524,-0.007774,0.019601,0.503833
83978,193104539,12255,15643.4770,-0.003214,0.014421,0.504105
83979,193112731,12255,15643.4770,-0.004687,0.009052,0.504325
83980,193120922,12256,15585.0694,-0.004466,0.031835,0.504462
83981,193129113,12257,15553.3732,-0.005119,0.017546,0.504509
83982,193137305,12257,15553.3732,-0.002340,0.015669,0.504578
83983,193145496,12258,15571.2135,-0.003590,0.013049,0.504543
83984,193153687,12259,15549.8033,-0.005519,0.014344,0.504493
83985,193161877,12260,15547.2065,0.000829,0.013948,0.504324
83986,193170069,12260,15547.2065,-0.003499,0.013472,0.504403
83987,193178260,12261,15547.7928,-0.003397,0.016923,0.504739
83988,193186451,12262,15501.7442,-0.001630,0.025202,0.504780
83989,193194643,12262,15501.7442,-0.000268,0.021844,0.504726
83990,193202834,12263,15479.5543,-0.004648,0.026350,0.504617
83991,193211025,12264,15466.3117,-0.006870,0.013542,0.504609
83992,193219216,12265,15494.6390,-0.001618,0.018084,0.504476
83993,193227408,12265,15494.6390,-0.002339,0.023922,0.504774
83994,193235599,12266,15478.5557,-0.004572,0.020884,0.504981
83995,193243789,12267,15419.5542,-0.000769,0.025655,0.505017
83996,193251981,12267,15419.5542,-0.000435,0.017103,0.504937
83997,193260172,12268,15438.1396,-0.004454,0.013932,0.505103
83998,193268363,12269,15439.1477,-0.007028,0.016530,0.505297
83999,193276554,12270,15403.0614,-0.004264,0.010808,0.505308
84000,193284746,12270,15403.0614,-0.005951,0.031902,0.505121
84001,193292936,12271,15347.9079,-0.003656,0.019683,0.505246
84002,193301127,12272,15352.4908,-0.001947,0.012657,0.505475
84003,193309318,12273,15297.1893,-0.004891,0.019580,0.505626
84004,193317510,12273,15297.1893,-0.005036,0.011290,0.506127
84005,193325701,12274,15249.5828,-0.001777,0.012659,0.506603
84006,193333892,12275,15314.2192,-0.003845,0.016203,0.506771
84007,193342084,12275,15314.2192,-0.004611,0.016139,0.507159
84008,193350274,12276,15275.8264,-0.006707,0.024806,0.507091
84009,193358465,12277,15278.3213,-0.001830,0.016394,0.507291
84010,193366656,12278,15235.7819,-0.002658,0.014997,0.507571
84011,193374848,12278,15235.7819,-0.004096,0.015338,0.507893
84012,193383038,12279,15248.3688,-0.007430,0.015993,0.507836
84013,193391229,12280,15242.3131,-0.005196,0.014290,0.507904
84014,193399421,12280,15242.3131,-0.004797,0.012361,0.508125
84015,193407611,12281,15244.1510,-0.006213,0.014559,0.508536
84016,193415802,12282,15232.7302,-0.004465,0.019282,0.508939
84017,193423993,12283,15175.6326,-0.005921,0.027327,0.509177
84018,193432185,12283,15175.6326,-0.006383,0.018324,0.509101
84019,193440375,12284,15142.2636,-0.005790,0.014174,0.509036
84020,193448566,12285,15138.1461,-0.004830,0.023687,0.508928
84021,193456758,12285,15138.1461,-0.003892,0.027510,0.508868
84022,193464949,12286,15093.5832,-0.001628,0.016431,0.508749
84023,193473140,12287,15113.5801,-0.004315,0.025026,0.508467
84024,193481331,12288,15087.7761,-0.002274,0.019971,0.508491
84025,193489523,12288,15087.7761,-0.002269,0.021538,0.508245
84026,193497714,12289,15047.4699,-0.002508,0.021552,0.507971
84027,193505905,12290,15031.9001,-0.002928,0.014952,0.508155
84028,193514096,12291,15033.3906,-0.002304,0.013542,0.508106
84029,193522288,12291,15033.3906,-0.002476,0.018231,0.507961
84030,193530478,12292,15027.2812,-0.004245,0.026725,0.507984
84031,193538669,12293,14971.3223,-0.004671,0.015079,0.508115
84032,193546861,12293,14971.3223,-0.005524,0.013997,0.507873
84033,193555052,12294,15022.9795,-0.004906,0.018994,0.507549
84034,193563243,12295,14984.6300,-0.005465,0.032784,0.507394
84035,193571433,12296,15027.8807,-0.002722,0.012923,0.507030
84036,193579625,12296,15027.8807,-0.006693,0.009839,0.506419
84037,193587815,12297,15003.7219,-0.005566,0.020245,0.506002
84038,193596006,12298,14996.2425,-0.005517,0.032680,0.505768
84039,193604198,12298,14996.2425,-0.000626,0.017306,0.505514
84040,193612389,12299,14988.6069,-0.002882,0.010827,0.505433
84041,193620580,12300,15008.9042,-0.002220,0.010154,0.505027
84042,193628770,12301,15039.6082,-0.004968,0.021693,0.504471
84043,193636962,12301,15039.6082,-0.001906,0.011875,0.504233
84044,193645153,12302,14988.5932,-0.007640,0.012330,0.503805
84045,193653343,12303,14965.1783,-0.003758,0.015169,0.503735
84046,193661535,12303,14965.1783,-0.004210,0.011529,0.503856
84047,193669726,12304,14993.7757,-0.004925,0.008504,0.503549
84048,193677917,12305,15056.3368,-0.004710,0.019075,0.502959
84049,193686108,12306,15015.1735,-0.003856,0.027915,0.502752
84050,193694300,12306,15015.1735,-0.004547,0.010619,0.502680
84051,193702491,12307,15039.1761,-0.004224,0.012798,0.502840
84052,193710682,12308,15087.0742,-0.003053,0.021558,0.502961
84053,193718872,12309,15122.2886,-0.006896,0.010819,0.502926
84054,193727064,12309,15122.2886,-0.001687,0.008030,0.502988
84055,193735255,12310,15129.6994,-0.004174,0.012033,0.502918
84056,193743445,12311,15166.3630,-0.005853,0.013723,0.502689
84057,193751637,12311,15166.3630,-0.005338,0.013279,0.502699
84058,193759827,12312,15145.8011,-0.002359,0.020166,0.502565
84059,193768017,12313,15125.7426,-0.003969,0.012337,0.502097
84060,193776208,12314,15124.8864,0.004253,0.017771,0.502033
84061,193784400,12314,15124.8864,-0.006531,0.015578,0.502004
84062,193792591,12315,15142.3757,-0.002123,0.013436,0.501870
84063,193800782,12316,15130.5397,-0.002171,0.017407,0.501753
84064,193808974,12316,15130.5397,-0.005383,0.015894,0.501440
84065,193817165,12317,15174.6178,-0.002480,0.012683,0.501465
84066,193825356,12318,15191.1270,-0.005260,0.020931,0.501542
84067,193833547,12319,15148.9334,-0.004003,0.018935,0.501650
84068,193841739,12319,15148.9334,-0.003985,0.014706,0.501495
84069,193849929,12320,15165.3773,-0.000734,0.018890,0.501311
84070,193858119,12321,15182.9108,-0.005001,0.011385,0.501426
84071,193866311,12321,15182.9108,-0.005506,0.010150,0.501434
84072,193874501,12322,15200.5853,0.001720,0.016576,0.501358
84073,193882691,12323,15236.3030,-0.004271,0.013225,0.501430
84074,193890882,12324,15254.2296,-0.001747,0.021878,0.501693
84075,193899074,12324,15254.2296,-0.005240,0.015107,0.502088
84076,193907265,12325,15206.2762,-0.007184,0.022577,0.502717
84077,193915456,12326,15190.4639,-0.002735,0.021081,0.503321
84078,193923647,12327,15186.3140,-0.003797,0.019167,0.503584
84079,193931839,12327,15186.3140,-0.005198,0.019342,0.503463
84080,193940030,12328,15169.4232,-0.005274,0.037276,0.503367
84081,193948221,12329,15155.3795,0.000793,0.022722,0.503235
84082,193956413,12329,15155.3795,-0.004282,0.016563,0.503204
84083,193964604,12330,15217.0279,-0.005634,0.020179,0.503117
84084,193972795,12331,15237.1338,-0.006786,0.013204,0.503255
84085,193980985,12332,15277.9193,-0.003235,0.011855,0.503174
84086,193989177,12332,15277.9193,-0.000858,0.017593,0.503245
84087,193997368,12333,15252.1821,-0.006695,0.030495,0.503203
84088,194005559,12334,15282.2421,-0.001616,0.018096,0.502856
84089,194013751,12334,15282.2421,-0.005473,0.020694,0.502625
84090,194021941,12335,15237.8452,-0.000072,0.033376,0.501915
84091,194030131,12336,15227.7592,-0.005317,0.018572,0.501848
84092,194038322,12337,15239.9129,-0.003857,0.018260,0.501764
84093,194046514,12337,15239.9129,-0.005188,0.015742,0.501788
84094,194054705,12338,15216.4790,-0.003173,0.030530,0.501876
84095,194062896,12339,15209.4649,-0.004955,0.036333,0.501896
84096,194071087,12340,15235.8050,-0.004707,0.014150,0.502032
84097,194079279,12340,15235.8050,-0.005622,0.019618,0.501827
84098,194087470,12341,15205.3406,-0.002542,0.012768,0.501664
84099,194095661,12342,15187.4349,-0.000676,0.016165,0.501647
84100,194103853,12342,15187.4349,-0.003482,0.014080,0.501380
84101,194112044,12343,15255.6377,-0.003948,0.012439,0.501255
84102,194120235,12344,15287.0722,-0.004864,0.009372,0.501216
84103,194128426,12345,15328.7394,-0.006195,0.021113,0.500835
84104,194136618,12345,15328.7394,-0.005111,0.010207,0.500672
84105,194144808,12346,15349.5005,-0.004036,0.015778,0.500743
84106,194152999,12347,15362.7549,-0.001993,0.007517,0.500647
84107,194161191,12347,15362.7549,-0.001443,0.012218,0.500659
84108,194169382,12348,15370.6597,-0.005090,0.013036,0.500816
84109,194177572,12349,15388.1608,-0.004494,0.023302,0.501060
84110,194185762,12350,15397.9355,-0.004357,0.030121,0.501018
84111,194193954,12350,15397.9355,-0.003540,0.019989,0.501143
84112,194202145,12351,15364.2404,-0.002468,0.035097,0.501239
84113,194210336,12352,15439.2079,-0.005256,0.014948,0.501108
84114,194218528,12352,15439.2079,-0.007437,0.011645,0.501128
84115,194226718,12353,15520.6417,-0.008393,0.017205,0.501573
84116,194234908,12354,15509.4964,-0.004530,0.014327,0.501503
84117,194243099,12355,15471.5798,-0.004151,0.026289,0.501450
84118,194251291,12355,15471.5798,-0.003103,0.017245,0.501601
84119,194259482,12356,15482.6561,-0.002347,0.032444,0.501908
84120,194267673,12357,15488.3425,-0.003614,0.023617,0.502269
84121,194275864,12358,15482.1217,-0.002591,0.014185,0.502223
84122,194284056,12358,15482.1217,-0.002776,0.014116,0.502287
84123,194292247,12359,15505.6403,-0.003068,0.020905,0.502223
84124,194300438,12360,15540.0715,-0.004838,0.010141,0.502149
84125,194308630,12360,15540.0715,-0.001628,0.014750,0.501968
84126,194316820,12361,15511.9088,-0.003213,0.018642,0.501802
84127,194325010,12362,15540.3740,-0.005267,0.033699,0.501586
84128,194333201,12363,15572.6103,-0.005311,0.020389,0.501397
84129,194341393,12363,15572.6103,-0.004146,0.015706,0.501470
84130,194349583,12364,15609.8348,-0.005319,0.012539,0.501557
84131,194357774,12365,15643.3969,-0.004769,0.008048,0.501524
84132,194365966,12365,15643.3969,-0.004911,0.010489,0.501410
84133,194374157,12366,15671.1936,-0.003089,0.015016,0.501312
84134,194382348,12367,15744.0220,-0.007848,0.009766,0.501536
84135,194390539,12368,15771.3435,-0.006253,0.016588,0.501958
84136,194398731,12368,15771.3435,-0.005518,0.015613,0.502101
84137,194406922,12369,15748.2851,0.001276,0.013764,0.502187
84138,194415113,12370,15780.8417,-0.002443,0.020637,0.502079
84139,194423305,12370,15780.8417,-0.006314,0.018340,0.502019
84140,194431496,12371,15793.0497,-0.005410,0.029468,0.501909
84141,194439687,12372,15788.6874,-0.004684,0.013327,0.501975
84142,194447878,12373,15823.5039,0.000413,0.025087,0.501990
84143,194456070,12373,15823.5039,-0.002238,0.019412,0.501958
84144,194464261,12374,15817.6254,-0.006370,0.016528,0.501822
84145,194472451,12375,15838.4707,-0.004683,0.013375,0.501700
84146,194480642,12376,15889.6273,-0.007501,0.014227,0.501715
84147,194488834,12376,15889.6273,-0.002221,0.013587,0.502075
84148,194497025,12377,15901.6526,-0.006578,0.021918,0.501916
84149,194505216,12378,15915.3021,-0.005219,0.032058,0.501812
84150,194513408,12378,15915.3021,-0.002930,0.014693,0.501828
84151,194521599,12379,15950.1459,-0.002753,0.021658,0.501876
84152,194529789,12380,15921.8293,-0.003329,0.026977,0.501760
84153,194537980,12381,15909.9183,-0.007159,0.026761,0.501990
84154,194546172,12381,15909.9183,-0.006320,0.013884,0.502065
84155,194554363,12382,15913.8309,-0.006053,0.013124,0.501852
84156,194562553,12383,15970.1846,-0.003163,0.008999,0.501735
84157,194570745,12383,15970.1846,-0.005871,0.014379,0.501485
84158,194578936,12384,16013.5086,-0.002264,0.018623,0.501167
84159,194587126,12385,15988.5538,-0.000706,0.042302,0.501003
84160,194595317,12386,16054.5237,-0.003223,0.014426,0.500903
84161,194603509,12386,16054.5237,-0.006683,0.031709,0.500510
84162,194611700,12387,16000.7071,-0.001707,0.046756,0.500370
84163,194619891,12388,16027.2399,-0.003149,0.014993,0.500354
84164,194628083,12388,16027.2399,-0.001891,0.011267,0.500055
84165,194636274,12389,16071.0583,-0.004873,0.013768,0.499794
84166,194644465,12390,16094.0045,-0.004145,0.012553,0.499708
84167,194652656,12391,16106.5070,-0.004488,0.017077,0.499897
84168,194660848,12391,16106.5070,-0.006782,0.021027,0.500122
84169,194669038,12392,16109.9427,-0.004204,0.012510,0.500403
84170,194677229,12393,16159.4866,-0.004821,0.015040,0.500609
84171,194685420,12394,16177.1884,-0.006378,0.015037,0.500655
84172,194693612,12394,16177.1884,-0.003349,0.015902,0.500902
84173,194701803,12395,16226.4252,-0.004134,0.017461,0.500861
84174,194709994,12396,16206.0424,-0.004334,0.012088,0.500814
84175,194718186,12396,16206.0424,-0.004773,0.016202,0.500876
84176,194726377,12397,16221.8799,-0.002321,0.028279,0.501099
84177,194734567,12398,16270.4907,-0.003345,0.016217,0.501180
84178,194742758,12399,16241.0770,-0.006445,0.020095,0.501060
84179,194750950,12399,16241.0770,-0.003207,0.015833,0.501138
84180,194759141,12400,16212.7596,-0.006253,0.020202,0.501461
84181,194767332,12401,16251.9624,-0.006660,0.012261,0.501628
84182,194775524,12401,16251.9624,-0.003128,0.013275,0.501778
84183,194783715,12402,16292.7468,-0.004204,0.007331,0.502046
84184,194791905,12403,16318.3091,-0.005080,0.014304,0.501986
84185,194800096,12404,16366.2385,-0.006561,0.010219,0.501769
84186,194808288,12404,16366.2385,-0.005390,0.044899,0.501587
84187,194816478,12405,16307.0318,-0.004190,0.035659,0.501526
84188,194824669,12406,16312.2175,-0.005151,0.021202,0.501681
84189,194832861,12406,16312.2175,-0.005346,0.013839,0.501968
84190,194841052,12407,16305.7778,-0.000951,0.010988,0.502072
84191,194849243,12408,16299.9964,-0.001326,0.016959,0.501828
84192,194857434,12409,16301.3637,-0.002924,0.014416,0.501876
84193,194865626,12409,16301.3637,-0.005563,0.010602,0.502323
84194,194873816,12410,16316.0599,-0.003149,0.011875,0.502325
84195,194882007,12411,16282.5554,-0.007298,0.029858,0.502051
84196,194890198,12412,16263.2263,-0.004258,0.031555,0.502114
84197,194898390,12412,16263.2263,-0.007139,0.015215,0.502086
84198,194906581,12413,16262.6088,-0.004055,0.015966,0.501843
84199,194914771,12414,16259.0885,-0.004128,0.017584,0.501883
84200,194922963,12414,16259.0885,-0.005978,0.009579,0.501979
84201,194931154,12415,16278.0134,-0.004788,0.009080,0.501824
84202,194939345,12416,16268.0572,-0.004224,0.016379,0.502087
84203,194947536,12417,16255.0343,-0.002729,0.020874,0.502215
84204,194955728,12417,16255.0343,-0.003434,0.011041,0.502149
84205,194963919,12418,16275.1336,-0.002994,0.015424,0.502471
84206,194972110,12419,16255.5231,-0.002843,0.048852,0.502957
84207,194980302,12419,16255.5231,-0.004538,0.011423,0.503202
84208,194988493,12420,16279.0953,-0.005945,0.006615,0.503140
84209,194996684,12421,16281.3470,-0.003671,0.020628,0.502843
84210,195004874,12422,16265.4623,-0.000234,0.018360,0.502269
84211,195013066,12422,16265.4623,-0.003866,0.014536,0.502173
84212,195021257,12423,16255.1231,-0.004184,0.010772,0.502388
84213,195029447,12424,16244.4903,-0.004461,0.019204,0.502795
84214,195037639,12424,16244.4903,-0.003229,0.015316,0.503071
84215,195045830,12425,16255.7328,-0.004002,0.013390,0.502935
84216,195054021,12426,16283.1726,-0.004055,0.011438,0.502838
84217,195062212,12427,16271.3732,-0.003862,0.015116,0.503127
84218,195070404,12427,16271.3732,-0.004465,0.009067,0.503347
84219,195078595,12428,16335.1406,-0.006111,0.013419,0.503431
84220,195086786,12429,16367.0835,-0.005361,0.020560,0.503649
84221,195094977,12430,16359.5347,-0.006383,0.020415,0.503885
84222,195103169,12430,16359.5347,-0.002995,0.014640,0.503645
84223,195111359,12431,16336.9630,-0.006783,0.017447,0.503485
84224,195119550,12432,16246.5817,-0.004432,0.043031,0.503406
84225,195127742,12432,16246.5817,-0.005840,0.019553,0.503098
84226,195135933,12433,16226.5890,-0.002135,0.039439,0.503203
84227,195144124,12434,16204.8434,-0.003700,0.021929,0.503322
84228,195152315,12435,16269.0772,-0.005945,0.018661,0.503133
84229,195160507,12435,16269.0772,-0.004087,0.010841,0.503294
84230,195168698,12436,16273.0790,-0.001870,0.015374,0.503210
84231,195176889,12437,16284.7727,-0.007874,0.018777,0.503210
84232,195185081,12437,16284.7727,-0.003210,0.010177,0.503394
84233,195193271,12438,16334.5618,-0.004053,0.011363,0.503488
84234,195201462,12439,16396.1407,-0.006508,0.018070,0.503349
84235,195209653,12440,16400.4955,-0.004257,0.017817,0.503482
84236,195217845,12440,16400.4955,-0.008391,0.010688,0.503737
84237,195226036,12441,16420.4740,-0.007419,0.017572,0.503743
84238,195234227,12442,16411.9428,-0.005041,0.017557,0.503649
84239,195242419,12442,16411.9428,-0.005494,0.014306,0.503618
84240,195250610,12443,16374.8751,-0.004454,0.014865,0.503599
84241,195258800,12444,16376.3055,-0.003823,0.010619,0.503741
84242,195266991,12445,16352.2289,-0.006362,0.018205,0.503648
84243,195275183,12445,16352.2289,-0.004602,0.012611,0.503505
84244,195283374,12446,16335.9685,-0.004883,0.015032,0.503285
84245,195291565,12447,16287.7682,0.001974,0.035533,0.503494
84246,195299756,12448,16319.6982,-0.004659,0.016452,0.503557
84247,195307948,12448,16319.6982,-0.006138,0.013883,0.503577
84248,195316139,12449,16278.6644,-0.000810,0.048650,0.503617
84249,195324330,12450,16337.0684,-0.007739,0.018558,0.503584
84250,195332522,12450,16337.0684,-0.004417,0.010924,0.503508
84251,195340713,12451,16370.9341,-0.005303,0.015086,0.503616
84252,195348904,12452,16348.8364,-0.001752,0.029565,0.503619
84253,195357094,12453,16338.3663,-0.001946,0.015780,0.503161
84254,195365286,12453,16338.3663,-0.002425,0.012610,0.502815
84255,195373477,12454,16321.8647,-0.003072,0.020963,0.502763
84256,195381667,12455,16389.2291,-0.006557,0.012171,0.502456
84257,195389859,12455,16389.2291,0.001823,0.024455,0.502277
84258,195398049,12456,16379.9355,-0.004655,0.022266,0.501954
84259,195406240,12457,16434.8541,-0.003116,0.027068,0.501702
84260,195414431,12458,16421.5456,0.000820,0.012591,0.501776
84261,195422623,12458,16421.5456,-0.003554,0.013634,0.501482
84262,195430814,12459,16414.3994,-0.004382,0.024159,0.501323
84263,195439005,12460,16396.6042,-0.000791,0.017547,0.501622
84264,195447197,12460,16396.6042,-0.005651,0.018934,0.501723
84265,195455388,12461,16409.2977,-0.004110,0.017887,0.501903
84266,195463579,12462,16448.6185,-0.005570,0.017554,0.502173
84267,195471770,12463,16439.6967,0.057674,0.045500,0.502264
84268,195479962,12463,16439.6967,-0.004243,0.011731,0.502393
84269,195488152,12464,16442.1919,-0.006098,0.018890,0.502721
84270,195496343,12465,16431.8203,-0.002832,0.014650,0.502696
84271,195504533,12466,16414.8942,-0.006809,0.018873,0.502357
84272,195512725,12466,16414.8942,-0.002575,0.022104,0.502232
84273,195520916,12467,16378.3224,-0.004632,0.012858,0.502333
84274,195529107,12468,16369.8285,-0.007247,0.019365,0.502658
84275,195537299,12468,16369.8285,-0.004865,0.014685,0.502580
84276,195545490,12469,16383.2177,-0.001783,0.007063,0.502473
84277,195553681,12470,16377.3681,-0.002719,0.009514,0.502648
84278,195561871,12471,16403.4593,-0.005217,0.022515,0.502863
