update,total_steps,episodes,avg_reward,policy_loss,value_loss,entropy
358,183296,1894,-5.3167,-0.002762,0.002545,1.914135
359,183808,1894,-5.3167,-0.004135,0.008643,1.916615
360,184320,1895,-7.0275,-0.001691,0.001046,1.963392
361,184832,1895,-7.0275,-0.002048,0.023220,1.766304
362,185344,1895,-7.0275,-0.005697,0.002618,1.943050
363,185856,1895,-7.0275,-0.001430,0.008342,1.966668
364,186368,1895,-7.0275,0.000123,0.028123,1.919728
365,186880,1895,-7.0275,-0.004115,0.002935,1.979824
366,187392,1895,-7.0275,-0.004088,0.010118,1.993598
367,187904,1895,-7.0275,-0.006666,0.021193,1.993654
368,188416,1895,-7.0275,-0.004767,0.002468,2.034274
369,188928,1895,-7.0275,-0.001757,0.000562,2.049483
370,189440,1895,-7.0275,-0.002332,0.000182,2.113223
371,189952,1895,-7.0275,-0.000414,0.015679,2.124643
372,190464,1895,-7.0275,-0.004240,0.005872,2.161919
373,190976,1895,-7.0275,-0.004691,0.037239,2.076218
374,191488,1895,-7.0275,-0.002369,0.000237,2.172912
375,192000,1895,-7.0275,-0.002418,0.000194,2.173041
376,192512,1895,-7.0275,-0.000203,0.000199,2.181152
377,193024,1895,-7.0275,0.000074,0.000972,2.180354
378,193536,1895,-7.0275,-0.000953,0.003166,2.176166
379,194048,1895,-7.0275,-0.003444,0.011637,2.163089
380,194560,1895,-7.0275,-0.000130,0.000168,2.173985
381,195072,1895,-7.0275,-0.000853,0.000254,2.181488
382,195584,1895,-7.0275,-0.000937,0.008388,2.172362
383,196096,1896,-9.3355,-0.003594,0.000076,2.163301
384,196608,1896,-9.3355,-0.002888,0.002451,2.138101
385,197120,1896,-9.3355,-0.001119,0.027618,2.034027
386,197632,1896,-9.3355,-0.001003,0.000737,2.120691
387,198144,1896,-9.3355,-0.000468,0.009311,2.129207
388,198656,1896,-9.3355,-0.000223,0.000469,2.143931
389,199168,1896,-9.3355,-0.001157,0.021686,2.130613
390,199680,1896,-9.3355,-0.001098,0.002273,2.115613
391,200192,1896,-9.3355,-0.002181,0.023686,2.137895
392,200704,1896,-9.3355,-0.001229,0.007972,2.144936
393,201216,1896,-9.3355,-0.000748,0.000924,2.162863
394,201728,1896,-9.3355,-0.002061,0.022406,2.140968
395,202240,1896,-9.3355,-0.001175,0.000991,2.132666
396,202752,1897,-10.8221,-0.001112,0.007362,2.104563
397,203264,1897,-10.8221,0.000127,0.000914,2.090348
398,203776,1897,-10.8221,-0.002220,0.027185,2.068490
399,204288,1897,-10.8221,-0.000500,0.005642,2.109891
400,204800,1897,-10.8221,-0.000809,0.013434,2.114209
401,205312,1897,-10.8221,0.000177,0.019810,2.128661
402,205824,1897,-10.8221,-0.001449,0.001918,2.123074
403,206336,1897,-10.8221,-0.001926,0.008056,2.140304
404,206848,1897,-10.8221,-0.001833,0.007240,2.141009
405,207360,1897,-10.8221,0.000154,0.000450,2.145894
406,207872,1897,-10.8221,-0.000834,0.001323,2.149828
407,208384,1897,-10.8221,-0.001526,0.000134,2.182346
408,208896,1897,-10.8221,-0.001060,0.000063,2.169788
409,209408,1897,-10.8221,-0.002932,0.015895,2.157272
410,209920,1897,-10.8221,-0.000695,0.000151,2.182046
411,210432,1897,-10.8221,-0.000467,0.000143,2.180755
412,210944,1897,-10.8221,-0.001458,0.000400,2.185286
413,211456,1897,-10.8221,-0.003181,0.000331,2.183682
414,211968,1897,-10.8221,-0.001904,0.011997,2.169961
415,212480,1897,-10.8221,-0.001314,0.000185,2.177322
416,212992,1897,-10.8221,-0.006418,0.000061,2.182060
417,213504,1897,-10.8221,-0.001375,0.000196,2.184050
418,214016,1897,-10.8221,-0.003114,0.000208,2.187455
419,214528,1897,-10.8221,-0.003627,0.000621,2.188968
420,215040,1898,-12.4493,0.000867,0.002618,2.192782
421,215552,1898,-12.4493,-0.002629,0.010878,2.189517
422,216064,1898,-12.4493,-0.002408,0.000100,2.178139
423,216576,1898,-12.4493,0.000624,0.000040,2.184488
424,217088,1898,-12.4493,-0.002089,0.000016,2.193337
425,217600,1898,-12.4493,-0.001032,0.000009,2.194875
426,218112,1898,-12.4493,-0.001461,0.000009,2.194659
427,218624,1898,-12.4493,-0.001228,0.000040,2.194668
428,219136,1898,-12.4493,-0.000489,0.000028,2.193225
429,219648,1898,-12.4493,-0.001588,0.000024,2.191635
430,220160,1898,-12.4493,-0.001307,0.000015,2.184714
431,220672,1898,-12.4493,-0.000626,0.000036,2.190578
432,221184,1898,-12.4493,-0.002315,0.000037,2.192152
433,221696,1899,-12.6020,-0.001701,0.000029,2.190798
434,222208,1899,-12.6020,0.000239,0.000132,2.188395
435,222720,1899,-12.6020,-0.005554,0.000046,2.190907
436,223232,1899,-12.6020,-0.000916,0.000014,2.191239
437,223744,1899,-12.6020,-0.001822,0.000013,2.189695
438,224256,1899,-12.6020,-0.001100,0.000017,2.194210
439,224768,1899,-12.6020,-0.000164,0.000027,2.192426
440,225280,1899,-12.6020,-0.007462,0.000075,2.188070
441,225792,1899,-12.6020,-0.002417,0.000010,2.186952
442,226304,1899,-12.6020,-0.000663,0.000023,2.191273
443,226816,1899,-12.6020,-0.002362,0.000054,2.189535
444,227328,1899,-12.6020,-0.000555,0.000081,2.190423
445,227840,1899,-12.6020,-0.002856,0.000037,2.191354
446,228352,1899,-12.6020,-0.002322,0.000005,2.195281
447,228864,1899,-12.6020,-0.003201,0.000006,2.194229
448,229376,1899,-12.6020,-0.002452,0.000004,2.193761
449,229888,1899,-12.6020,-0.001311,0.000014,2.184813
450,230400,1899,-12.6020,-0.005985,0.000010,2.182496
451,230912,1899,-12.6020,-0.006201,0.000006,2.166521
452,231424,1899,-12.6020,-0.004264,0.000013,2.154947
453,231936,1899,-12.6020,-0.004780,0.000468,2.105240
454,232448,1899,-12.6020,-0.003050,0.007992,2.140107
455,232960,1899,-12.6020,0.001942,0.013405,2.184039
456,233472,1900,-12.8576,-0.001716,0.013431,2.162026
